"","E83675000","E83345000","E83029900","E83660000","E83800002","E83892998","E83900000","E83440000","E83690000","E83250000","E83880000","E83300200","E83892990","E83105000","E83050000","E83677000","E83069900","E83520000"
"1985-01-11",0.0162313432835821,0.00581468531468521,0.0125319444444445,0.0083458856345886,0.00974328560535453,0.0156605885316161,0.0214052419354838,0.00671471471471463,0.0103967512690355,0.00843571515151509,0.0378365384615384,0.00988372093023249,0.0176421844245653,0.00987465437788027,0.00126242038216562,0.0105735291853879,0.000371553299492344,0.00777660878447395
"1985-01-12",0.0137686567164179,0.00440419580419582,0.0090231481481482,0.00591352859135297,0.0091502160467678,0.0148282383110332,0.0211070161290323,0.00622222222222213,0.00973757360406102,0.00811238787878787,0.0350961538461538,0.00872093023255816,0.0161750825053382,0.00904516129032262,0.00106751592356691,0.00938802871630062,0.000371553299492344,0.00684414708886627
"1985-01-13",0.0149999999999999,0.00440419580419582,0.00826311728395068,0.00541980474198045,0.00847242226552569,0.0145397036032668,0.0208104838709677,0.00572972972972963,0.00910557360406083,0.00909789090909086,0.0333653846153845,0.00901162790697674,0.0160454539708006,0.00987465437788027,0.00165222929936304,0.00943881027876348,0.000371553299492344,0.00625264555669047
"1985-01-14",0.0149999999999999,0.00414825174825184,0.00754737654320992,0.00369177126917708,0.00982800982800991,0.0138124224192773,0.020515564516129,0.00523723723723735,0.00869909644670042,0.00811238787878787,0.0333653846153845,0.00755813953488382,0.0130514688644479,0.00826221198156674,0.00468152866242044,0.0103176690306426,0.000371553299492344,0.00625264555669047
"1985-01-15",0.0133582089552238,0.00414825174825184,0.00754737654320992,0.00492608089260815,0.00696433110226224,0.0138332518104969,0.0211070161290323,0.00523723723723735,0.00811129949238576,0.0071738848484848,0.0350961538461538,0.00700387596899232,0.0140749657458188,0.00788778801843315,0.00649681528662427,0.00924350025198528,0.000371553299492344,0.00554753830439214
"1985-01-16",0.0149999999999999,0.004916083916084,0.0708222222222221,0.0285913528591353,0.00773532152842504,0.0218818710636557,0.0241634677419356,0.0107957957957958,0.00811129949238576,0.0176814363636364,0.0461538461538462,0.0122829457364342,0.0332904580720483,0.0412845622119815,0.0033439490445859,0.0137427395689984,0.00064507614213194,0.00745979570990807
"1985-01-17",0.015410447761194,0.004916083916084,0.0396552469135802,0.0157880055788007,0.0163517749724646,0.0196816573289857,0.022921129032258,0.0117417417417418,0.0176312081218275,0.0127107757575757,0.0442307692307693,0.0251937984496124,0.0271345981031941,0.0142172811059909,0.00214649681528667,0.00802602158462595,0.000469583756345093,0.0164440347293155
"1985-01-18",0.015410447761194,0.00699300699300709,0.0235370370370371,0.00895397489539751,0.0143183936287385,0.0178181663479768,0.0214052419354838,0.00879279279279288,0.0152335837563451,0.00811238787878787,0.0424038461538461,0.0203875968992249,0.0219192833269028,0.0103071428571428,0.00184713375796175,0.00699304572043502,0.000417949238578741,0.0153386006128702
"1985-01-19",0.0137686567164179,0.00811188811188801,0.0156933641975308,0.00773779637377969,0.0108447004998729,0.0156497195395393,0.0208104838709677,0.00747147147147142,0.0117985583756346,0.0071738848484848,0.0396634615384615,0.0131782945736434,0.017070564173316,0.00904516129032262,0.00847133757961793,0.00865390377047115,0.000417949238578741,0.0112693054136874
"1985-01-20",0.015410447761194,0.00671328671328664,0.0130260802469135,0.00566666666666671,0.0179615352029145,0.012282084088584,0.0202224193548388,0.00646846846846838,0.00973757360406102,0.00544210000000001,0.0360096153846154,0.0103255813953489,0.0072025113265588,0.00826221198156674,0.0161146496815288,0.0139623713818737,0.0003941319796954,0.00793725229826348
"1985-01-21",0.015410447761194,0.00545524475524473,0.0115817901234567,0.00591352859135297,0.0138947725154621,0.0128293024205914,0.0202224193548388,0.00572972972972963,0.00869909644670042,0.00657483030303041,0.0333653846153845,0.00872093023255816,0.0095916438068071,0.00826221198156674,0.0115286624203821,0.0125742161872107,0.000329908629441711,0.00684414708886627
"1985-01-22",0.015410447761194,0.004916083916084,0.0098287037037037,0.00591352859135297,0.0110988731678388,0.0128045109537525,0.0199308870967743,0.00523723723723735,0.00830433502538064,0.00599744969696969,0.0316346153846154,0.00813953488372099,0.0108974448738217,0.00752465437788019,0.00808917197452219,0.0112520119294668,0.000329908629441711,0.00610856996935638
"1985-01-23",0.015410447761194,0.00376433566433576,0.0206844135802469,0.00591352859135297,0.0109294247225282,0.0127657482240839,0.0196410483870968,0.00474474474474484,0.00792113705583763,0.00517280484848492,0.0333653846153845,0.00755813953488382,0.0107527353514691,0.00683133640552991,0.00732484076433115,0.0112482330450581,0.000350162436548285,0.00568549540347285
"1985-01-24",0.015410447761194,0.0032447552447552,0.0111253086419754,0.00591352859135297,0.0120308396170465,0.0121918562598955,0.0196410483870968,0.00474474474474484,0.00773382741116757,0.00544210000000001,0.0316346153846154,0.0095930232558139,0.0102687543489726,0.00752465437788019,0.0060828025477706,0.0107411326894671,0.000329908629441711,0.0052762410623084
"1985-01-25",0.015820895522388,0.00314685314685326,0.0102490740740742,0.00773779637377969,0.0123697365076676,0.0130283224026384,0.0193529838709678,0.00457057057057053,0.00773382741116757,0.00544210000000001,0.0350961538461538,0.00828488372093017,0.0108378631089427,0.00752465437788019,0.00319426751592355,0.0113211511488429,0.000329908629441711,0.00610856996935638
"1985-01-26",0.015410447761194,0.00250349650349646,0.0090231481481482,0.00682566248256622,0.00982800982800991,0.0130548762875391,0.0193529838709678,0.00439639639639644,0.00773382741116757,0.00544210000000001,0.0316346153846154,0.00713565891472867,0.0118790425040083,0.00752465437788019,0.00165222929936304,0.0103556169867793,0.000329908629441711,0.00554753830439214
"1985-01-27",0.0149999999999999,0.00219580419580412,0.00826311728395068,0.00541980474198045,0.00635431669914421,0.0123494359132836,0.0190665322580645,0.00422222222222213,0.00718886294416254,0.00517280484848492,0.0316346153846154,0.00660852713178284,0.0108894351263973,0.00683133640552991,0.00885350318471345,0.00907310690555518,0.000310730964466988,0.00568549540347285
"1985-01-28",0.015410447761194,0.001888111888112,0.00789984567901225,0.00652161785216188,0.00620181309836476,0.0124267895377792,0.0190665322580645,0.00422222222222213,0.00683949238578685,0.00517280484848492,0.0307692307692307,0.00621317829457357,0.0110808707704761,0.00683133640552991,0.00770700636942667,0.00937710222910826,0.000292568527918702,0.00541112359550566
"1985-01-29",0.015410447761194,0.00164335664335669,0.00754737654320992,0.00541980474198045,0.006091671608913,0.012273172403142,0.0190665322580645,0.00404804804804804,0.00666893401015223,0.00517280484848492,0.0299038461538461,0.00594961240310088,0.0110193190689778,0.00683133640552991,0.00628980891719744,0.00920027954910863,0.000292568527918702,0.00488090909090899
"1985-01-30",0.015410447761194,0.00154545454545452,0.0068742283950618,0.00566666666666671,0.00566805049563679,0.01240570520717,0.0187818548387098,0.00387387387387395,0.00633597969543143,0.0049091618181818,0.0290384615384616,0.00621317829457357,0.0118501187570883,0.00650092165898619,0.00259554140127394,0.00846735713710633,0.000292568527918702,0.00475223697650673
"1985-01-31",0.015410447761194,0.00149650349650354,0.0090231481481482,0.00492608089260815,0.00785393544014235,0.00893307276856992,0.0184987903225806,0.00404804804804804,0.00570216243654831,0.00465122424242415,0.0307692307692307,0.00594961240310088,0.00180680681424406,0.00618087557603686,0.0338853503184713,0.0121018540390148,0.000292568527918702,0.00488090909090899
"1985-02-01",0.015820895522388,0.00265734265734263,0.0235370370370371,0.00443235704323564,0.00732017283741415,0.00775557796534643,0.0184987903225806,0.00404804804804804,0.00585664974619293,0.0049091618181818,0.028173076923077,0.00582364341085273,0.000553724168154135,0.0121603686635945,0.0440764331210191,0.0138991638097776,0.000292568527918702,0.00301613483436269
"1985-02-02",0.0182835820895522,0.00285314685314675,0.0115817901234567,0.0041854951185496,0.010166906718631,0.00614242045409141,0.0184987903225806,0.00387387387387395,0.00890086294416248,0.0071738848484848,0.028173076923077,0.00784883720930241,0.00455600000057088,0.012655069124424,0.0633757961783439,0.0173337454048716,0.000292568527918702,0.00439937378369915
"1985-02-03",0.0186940298507463,0.00304895104895109,0.0180736111111111,0.00682566248256622,0.010166906718631,0.00972457585321518,0.0182175,0.00439639639639644,0.0093132487309644,0.013492115151515,0.028173076923077,0.0103255813953489,0.00421816512982542,0.0116783410138248,0.0407643312101911,0.0151152114541151,0.000275390862944258,0.00569895369254847
"1985-02-04",0.0195149253731344,0.00389230769230764,0.0206844135802469,0.00864993026499294,0.0137253240701516,0.0160052279163037,0.0267258064516129,0.00671471471471463,0.0106225989847715,0.00909789090909086,0.0299038461538461,0.0142635658914729,0.0154837920189423,0.0170898617511521,0.0259872611464969,0.0145318076201875,0.000275390862944258,0.00881531245994371
"1985-02-05",0.0191044776119402,0.00671328671328664,0.0300103395061728,0.0175453277545328,0.0232991612301958,0.0227405984410829,0.0332161290322581,0.0178378378378379,0.017010883248731,0.013492115151515,0.028173076923077,0.0206976744186047,0.0269532722891059,0.0116783410138248,0.0145859872611465,0.0168444610915779,0.000371553299492344,0.0169217673597652
"1985-02-06",0.0117164179104479,0.00635384615384615,0.0200095679012346,0.0111129707112971,0.025078369905956,0.0160231314568051,0.0226146774193547,0.0114264264264263,0.0164045888324873,0.00599744969696969,0.0273076923076923,0.0166085271317828,0.0135814611233076,0.00752465437788019,0.00961783439490449,0.0131859492993947,0.000292568527918702,0.0152903762464207
"1985-02-07",0.00925373134328367,0.00414825174825184,0.0145864197530865,0.00621757322175731,0.0183851563161908,0.0137133118731634,0.0199308870967743,0.00671471471471463,0.0120432182741117,0.00571699818181814,0.0350961538461538,0.0112325581395349,0.0103320714314599,0.00683133640552991,0.00732484076433115,0.0105329230721136,0.000292568527918702,0.0102253752970958
"1985-02-08",0.0149999999999999,0.00440419580419582,0.0125319444444445,0.00652161785216188,0.0131322545115649,0.0128525596489408,0.0196410483870968,0.00572972972972963,0.00952390862944164,0.0049091618181818,0.0333653846153845,0.00872093023255816,0.010310420184898,0.00618087557603686,0.00691082802547771,0.011531149019919,0.000292568527918702,0.00716265499642854
"1985-02-09",0.015410447761194,0.00727272727272732,0.0115817901234567,0.00566666666666671,0.00923494026942295,0.0117893761794532,0.0190665322580645,0.00671471471471463,0.00811129949238576,0.00465122424242415,0.0316346153846154,0.00784883720930241,0.0101977905457034,0.00650092165898619,0.010764331210191,0.0107941756887258,0.000310730964466988,0.00574061207208487
"1985-02-10",0.0213059701492537,0.00839160839160846,0.0106811728395062,0.00591352859135297,0.00872659493349159,0.0118463259071659,0.0187818548387098,0.00932132132132124,0.00869909644670042,0.00599744969696969,0.0316346153846154,0.00915697674418614,0.0111746296514021,0.00788778801843315,0.0111464968152866,0.0121758573510455,0.000350162436548285,0.00640260741486265
"1985-02-11",0.0149999999999999,0.00811188811188801,0.047518364197531,0.00652161785216188,0.0120308396170465,0.014154976755564,0.0187818548387098,0.00932132132132124,0.0117985583756346,0.0127107757575757,0.0316346153846154,0.0181104651162791,0.0163542397000003,0.00826221198156674,0.015732484076433,0.00849943741100256,0.000310730964466988,0.0110076556950232
"1985-02-12",0.0191044776119402,0.00951048951048961,0.133381018518518,0.00967364016736405,0.0173684656443278,0.0175354370439558,0.0193529838709678,0.00879279279279288,0.017010883248731,0.0204148545454546,0.0333653846153845,0.0279457364341085,0.0228913079860982,0.023161059907834,0.0394904458598726,0.0121706836303337,0.0012674619289339,0.0164088148318249
"1985-02-13",0.0523880597014925,0.0309790209790211,0.490093209876543,0.0194421199442121,0.0382106244175209,0.0477364941172389,0.0414169354838709,0.0190990990990991,0.0382910355329948,0.0358158848484849,0.113557692307692,0.0610465116279069,0.0797335797353371,0.0183366359447004,0.0318471337579618,0.0261550250077545,0.00488337055837573,0.0393482549563833
"1985-02-14",0.0351679104477611,0.0581538461538462,0.28772962962963,0.0895397489539749,0.0784546301787681,0.0841429451101057,0.0745162903225807,0.0741741741741742,0.0831935329949238,0.0425589212121211,0.149519230769231,0.0978682170542635,0.15654691684811,0.226454147465438,0.0217834394904459,0.0412292600944952,0.0038417868020304,0.080977253052265
"1985-02-15",0.0277985074626865,0.187132867132867,0.181039197530864,0.0838493723849372,0.0963314411590273,0.0670228785803348,0.0482383870967742,0.0592192192192191,0.0831935329949238,0.049098612121212,0.0807692403846154,0.0893410852713179,0.117600042467473,0.0469168202764978,0.0140127388535032,0.0537217207023311,0.00307596954314726,0.07873619029852
"1985-02-16",0.0195149253731344,0.0634965034965036,0.119598302469136,0.0973500697350069,0.0753198339405237,0.0464360946677507,0.0311060483870969,0.0579579579579579,0.0656593604060913,0.0470963757575757,0.0711538461538461,0.07515503875969,0.0769751745499887,0.0313778801843319,0.0140127388535032,0.0362111436384827,0.00274449746192884,0.0648514526937778
"1985-02-17",0.0195149253731344,0.107832167832168,0.115225617283951,0.0473640167364018,0.0721003134796239,0.0420611568566671,0.0314538709677419,0.0394594594594595,0.0602350456852792,0.0248133333333334,0.0615384615384615,0.067093023255814,0.0669264969123258,0.0254573732718895,0.0134394904458599,0.0321288567910989,0.00217623350253815,0.0576059219698348
"1985-02-18",0.022276119402985,0.0725734265734266,0.10886975308642,0.0297071129707114,0.056680504956367,0.0375467786426698,0.0293900806451612,0.0356756756756758,0.0491418680203046,0.0352267575757577,0.051923076923077,0.0599612403100775,0.0597475257269049,0.0278965437788019,0.010764331210191,0.0238243782718515,0.00153622335025383,0.0483165118605657
"1985-02-19",0.0305597014925374,0.0544615384615386,0.0708222222222221,0.0618967921896791,0.0528679149368805,0.0417671297190445,0.0314538709677419,0.0241741741741741,0.0473929137055837,0.0329106666666668,0.0557692307692308,0.0620542635658914,0.07736702266231,0.0313778801843319,0.0130573248407644,0.0276205667333795,0.0125294517766497,0.0453336410166951
"1985-02-20",0.0404477611940299,0.0459020979020979,0.104765895061728,0.0531938633193862,0.0660001694484453,0.0417258849509416,0.0290515322580644,0.0203603603603604,0.0573659796954316,0.0352267575757577,0.0836538557692308,0.0766666666666667,0.0676959770421313,0.0270672811059909,0.0117197452229298,0.0288519760809891,0.00730183756345171,0.0537784997785318
"1985-02-21",0.0277985074626865,0.0336363636363637,0.148190432098765,0.0319386331938634,0.0596458527493011,0.0478837053280601,0.0383516935483872,0.0252852852852854,0.0531818172588832,0.0539030787878787,0.116730769230769,0.0829069767441861,0.0794723204868764,0.049302073732719,0.0222675159235668,0.0180745127847379,0.00591172588832478,0.0544941599213342
"1985-02-22",0.0277985074626865,0.0372727272727273,0.175256018518519,0.0514644351464435,0.0680335507921714,0.051505257508411,0.036483870967742,0.0297297297297296,0.0607193908629442,0.0618219393939394,0.1125,0.087015503875969,0.0852978021878243,0.0469168202764978,0.0142038216560509,0.0238133859397505,0.00480662944162447,0.060339285385888
"1985-02-23",0.0297388059701493,0.0343006993006993,0.0988064814814815,0.0313807531380754,0.0652376514445481,0.0348995683411129,0.0263999193548388,0.0280630630630632,0.05548861928934,0.0301074060606061,0.0490384615384616,0.0726356589147288,0.05127617309,0.0254573732718895,0.00980891719745225,0.0203194378267335,0.00236144162436558,0.0540280499095458
"1985-02-24",0.0277985074626865,0.0316433566433567,0.0590800925925925,0.0253556485355648,0.0521053969329832,0.0280487877809519,0.0238504032258064,0.021123123123123,0.0465292182741117,0.0253236969696971,0.0461538461538462,0.0584496124031009,0.0383187875827664,0.0183366359447004,0.0190573248407644,0.0197492944139652,0.00170438578680199,0.0427072617781334
"1985-02-25",0.0281716417910447,0.0230069930069929,0.044031635802469,0.0203905160390516,0.042531559772939,0.0225124104028407,0.0220066129032257,0.0165765765765766,0.0371183045685279,0.0194857696969697,0.0333653846153845,0.0498062015503875,0.0283971309065665,0.0158997695852534,0.024968152866242,0.0175583819518073,0.00137318781725893,0.0345153407173826
"1985-02-26",0.0277985074626865,0.0185314685314686,0.0327160493827161,0.0189679218967922,0.0388036939761078,0.0208997204736481,0.0208104838709677,0.0145795795795796,0.0318654314720812,0.0151118727272728,0.0387500000000001,0.0455426356589148,0.0255463305848005,0.0158997695852534,0.0164968152866243,0.01535401780728,0.00121551269035525,0.0308028414765651
"1985-02-27",0.0277985074626865,0.0148111888111888,0.0563640432098766,0.0184937238493723,0.0384647970854868,0.0205876038718789,0.0208104838709677,0.013948948948949,0.0291424467005077,0.0151118727272728,0.176730769230769,0.0391472868217053,0.0162754142908748,0.0142172811059909,0.0389808917197452,0.0205037929763559,0.00111352284263955,0.0271572810603988
"1985-02-28",0.0277985074626865,0.0115174825174824,0.0235370370370371,0.0175453277545328,0.031941031941032,0.011097494017777,0.0202224193548388,0.0130030030030031,0.024636578680203,0.0138899515151516,0.0567307692307693,0.0272480620155038,0.000307847499133818,0.012655069124424,0.080891719745223,0.0264843241340158,0.000965472081218222,0.0200887059629844
"1985-03-01",0.0281716417910447,0.0109440559440559,0.0300103395061728,0.0157880055788007,0.0238922307887826,0.0147516253218489,0.0199308870967743,0.0114264264264263,0.018914538071066,0.0119487272727272,0.0433173076923077,0.0218992248062015,0.0119142066544347,0.0112089861751152,0.0308280254777069,0.0200479763106658,0.000688548223350294,0.0159972128635664
"1985-03-02",0.0277985074626865,0.0100839160839161,0.0235370370370371,0.0141701534170153,0.0201643649919512,0.0143475882657498,0.0196410483870968,0.0107957957957958,0.017010883248731,0.0104833818181818,0.0405769230769231,0.019031007751938,0.0125899753742613,0.0107518433179723,0.024203821656051,0.0184776012453698,0.000732812182741016,0.0138247676792669
"1985-03-03",0.0121268656716418,0.00895104895104892,0.0206844135802469,0.0125523012552302,0.0182157078708802,0.0140846397354679,0.0193529838709678,0.00984984984984982,0.0152335837563451,0.0097805333333334,0.0405769230769231,0.0166085271317828,0.0130569817654611,0.0107518433179723,0.0207898089171974,0.0124090745033867,0.000732812182741016,0.0127498240085024
"1985-03-04",0.0277985074626865,0.00895104895104892,0.0193495370370371,0.0137656903765691,0.0185546047615013,0.0142632928602107,0.0202224193548388,0.00905705705705695,0.0138463654822334,0.00943666666666676,0.0405769230769231,0.0147286821705426,0.0117145865320807,0.012655069124424,0.0207898089171974,0.0191902913430124,0.00064507614213194,0.0110553643796378
"1985-03-05",0.0277985074626865,0.00839160839160846,0.0206844135802469,0.0149790794979079,0.017792086757604,0.0145564762338661,0.0208104838709677,0.00879279279279288,0.0125421522842639,0.00909789090909086,0.0461538461538462,0.0147286821705426,0.0121497706572762,0.0107518433179723,0.0197961783439491,0.0188594186889823,0.00060243654822334,0.0104703297377164
"1985-03-06",0.0277985074626865,0.00727272727272732,0.0206844135802469,0.0170711297071129,0.0189782258747777,0.0153372439111246,0.0226146774193547,0.00879279279279288,0.0117985583756346,0.00909789090909086,0.05,0.0144186046511627,0.0122412869488522,0.0107518433179723,0.0217834394904459,0.0201096466518842,0.000560649746192965,0.0103563063110459
"1985-03-07",0.0277985074626865,0.00867132867132869,0.0180736111111111,0.0141701534170153,0.0182157078708802,0.0147197454936749,0.0208104838709677,0.00879279279279288,0.012291076142132,0.0127107757575757,0.0442307692307693,0.0134883720930232,0.0117772929864013,0.0107518433179723,0.0207898089171974,0.0199312671410798,0.000560649746192965,0.0100404579033022
"1985-03-08",0.0281716417910447,0.00783216783216778,0.0168552469135803,0.0133612273361228,0.0182157078708802,0.0139749909147431,0.0202224193548388,0.0082642642642643,0.0125421522842639,0.00811238787878787,0.0378365384615384,0.0144186046511627,0.0111216514172725,0.0112089861751152,0.0178471337579618,0.0185524151205749,0.000560649746192965,0.0104434986664959
"1985-03-09",0.0133582089552238,0.00755244755244755,0.0156933641975308,0.0103933054393306,0.0173684656443278,0.012761620154965,0.0196410483870968,0.00879279279279288,0.0120432182741117,0.00748143636363641,0.0350961538461538,0.0134883720930232,0.00945014229840546,0.0107518433179723,0.0222675159235668,0.0131026366918494,0.000469583756345093,0.0105257257847997
"1985-03-10",0.0170522388059702,0.00727272727272732,0.0375810185185186,0.0100334728033473,0.0188087774294672,0.0431297917794555,0.0554679838709677,0.0082642642642643,0.0213000913705583,0.0532054424242425,0.0442307692307693,0.0449612403100774,0.0721797023310691,0.0313778801843319,0.0183312101910829,0.00949419187064127,0.00420553299492377,0.0220487666323452
"1985-03-11",0.0277985074626865,0.00671328671328664,0.0235370370370371,0.0107531380753139,0.0370244853003474,0.0225247361529208,0.0283791129032258,0.00800000000000001,0.0304556548223349,0.0243072545454546,0.0433173076923077,0.0372093023255813,0.0222431396859453,0.01898133640553,0.0343949044585987,0.0204955753913707,0.000823664974619387,0.0256409366577317
"1985-03-12",0.0274253731343284,0.00635384615384615,0.0180736111111111,0.0100334728033473,0.025671439464543,0.016970878473074,0.0214052419354838,0.00773573573573572,0.0199149035532995,0.0155285636363636,0.0350961538461538,0.0239341085271318,0.0157296430701592,0.012655069124424,0.0168789808917198,0.0173597881713148,0.000732812182741016,0.0168364973640434
"1985-03-13",0.0274253731343284,0.00635384615384615,0.0151331790123457,0.00895397489539751,0.0185546047615013,0.0138680800655067,0.0190665322580645,0.00671471471471463,0.0143911675126904,0.00943666666666676,0.0350961538461538,0.0166085271317828,0.011563173611866,0.0103071428571428,0.0142038216560509,0.0162687676795836,0.00064507614213194,0.0115141062333959
"1985-03-14",0.026679104477612,0.00635384615384615,0.0135330246913581,0.00864993026499294,0.0150809116326358,0.0125024829913993,0.0179379838709677,0.00622222222222213,0.0120432182741117,0.00628340606060607,0.0333653846153845,0.0150387596899224,0.0104748116235187,0.00987465437788027,0.0124840764331211,0.0144916053636981,0.000560649746192965,0.00964865114329094
"1985-03-15",0.0213059701492537,0.00545524475524473,0.0115817901234567,0.0114728033472804,0.0138947725154621,0.012818451521561,0.0176600806451612,0.00622222222222213,0.0110835837563452,0.0104833818181818,0.0316346153846154,0.0136434108527133,0.0115210997117441,0.00987465437788027,0.0124840764331211,0.0135715990100527,0.000560649746192965,0.00880543244482213
"1985-03-16",0.015820895522388,0.00599440559440567,0.0125319444444445,0.0133612273361228,0.0143183936287385,0.013414383523551,0.0173840322580645,0.00572972972972963,0.011557076142132,0.0123273272727273,0.0350961538461538,0.0137984496124031,0.0127424883900966,0.0107518433179723,0.0119108280254776,0.0123700240220146,0.000560649746192965,0.00915206092479504
"1985-03-17",0.014589552238806,0.00563496503496497,0.0115817901234567,0.0121924686192469,0.0150809116326358,0.0130318057122742,0.0173840322580645,0.00696096096096088,0.011557076142132,0.0101294484848484,0.0342307692307693,0.0131782945736434,0.0117347400280792,0.00904516129032262,0.0103821656050955,0.0117620511612389,0.000560649746192965,0.00952356438849367
"1985-03-18",0.0162313432835821,0.00563496503496497,0.0106811728395062,0.0100334728033473,0.0154198085232569,0.0126228451608261,0.0173840322580645,0.00622222222222213,0.011557076142132,0.00843571515151509,0.0325,0.0115348837209301,0.0102628767342727,0.00826221198156674,0.00961783439490449,0.0126842883032761,0.000560649746192965,0.00897054906292394
"1985-03-19",0.0263059701492536,0.00545524475524473,0.0098287037037037,0.00864993026499294,0.0154198085232569,0.0118568907402896,0.0168370161290323,0.00572972972972963,0.0101739796954314,0.00779428484848488,0.0307692307692307,0.0103255813953489,0.00799540594687964,0.00752465437788019,0.00904458598726121,0.0161262437970813,0.000560649746192965,0.00777685454258448
"1985-03-20",0.0263059701492536,0.00527552447552448,0.0090231481481482,0.00773779637377969,0.0168601203083962,0.0114511682698681,0.0162969354838709,0.00523723723723735,0.0093132487309644,0.00748143636363641,0.0299038461538461,0.00988372093023249,0.00637234307509682,0.00752465437788019,0.00847133757961793,0.0163834676215724,0.000560649746192965,0.00769206624343055
"1985-03-21",0.0263059701492536,0.00563496503496497,0.00863765432098762,0.00743375174337513,0.00999745827332044,0.010822259380693,0.0160295967741935,0.0049909909909911,0.00890086294416248,0.0071738848484848,0.0299038461538461,0.00930232558139532,0.00839369218305963,0.00752465437788019,0.00961783439490449,0.0142274098135908,0.000469583756345093,0.00573465920472849
"1985-03-22",0.0513059701492538,0.00617412587412591,0.00826311728395068,0.0331659693165969,0.0146572905193594,0.0126261745719318,0.0162969354838709,0.00548348348348338,0.00869909644670042,0.00748143636363641,0.05,0.0100290697674419,0.0084406240907835,0.00752465437788019,0.0115286624203821,0.0294850755849045,0.000469583756345093,0.00551206775307245
"1985-03-23",0.0274253731343284,0.0148111888111888,0.00826311728395068,0.050097629009763,0.0244853003473693,0.0166647521959047,0.0160295967741935,0.00720720720720713,0.0093132487309644,0.0119487272727272,0.115673076923077,0.0128798449612404,0.0120107168195411,0.0121603686635945,0.0115286624203821,0.0278818102523939,0.00060243654822334,0.009542805431767
