Cdigo,1,2,3,4,5,6,7,8,9,10,11,12,ANUAL,DJF,MAM,JJA,SON,Latitude,Longitude,Cota
2849019,"237,580001","261,296668","196,806667","124,91","112,086667","102,65862","126,193103","137,379309","154,679309","186,931033","175,816666","198,500001","2014,838044","697,37667","433,803334","418,251722","517,427008","6809728,73","613384,951",117
2849020,"140,056667","133,246666","127,550001","91,323334","111,766666","88,960001","113,18","109,513333","126,696666","140,71","120,806668","126,64","1430,450001","399,943333","330,640001","349,389999","388,213334","6833998,83","692323,002",16
2849021,"170,860001","157,423334","107,043334","98,024138","104,841378","99,003448","141,872413","116,862068","148,416667","142,843333","126,363332","143,716667","1557,270113","472,000002","309,90885","407,151149","417,623332","6903233,16","639887,777",893
2849022,"159,417857","149,035714","139,917856","94,296427","104,771429","91,570001","116,146666","115,49","127,442858","125,742857","127,092858","127,160714","1478,085238","435,614285","338,985712","359,079524","380,278573","6821660,11","665710,383",49
2849023,"180,793333","168,703333","122,843333","102,463334","114,146665","109,87","155,9","127,183334","145,470001","168,059998","148,086666","153,566666","1697,086664","503,063332","339,453332","428,553336","461,616665","6861432,89","617181,237",1088
2849024,"191,772416","170,775862","143,021428","103,867856","111,121428","94,960715","119,535714","111,785715","130,453572",149,"143,889655","151,272413","1621,456774","513,820691","358,010712","361,775001","423,343227","6807404,39","637562,704",15
2850002,"169,029999","156,206667","125,673333","120,816666","113,656667","128,163332","159,206667","146,050001","153,433333","166,396667","135,980001","145,406667","1720,02","470,643333","360,146666","458,69","455,810001","6821189,98","591142,137",1227
2850004,"146,944827","138,524137","99,165518","110,186208","108,214286","103,525926","142,337036","117,455556","142,803573","146,878572","128,413793","114,796552","1499,245984","400,265516","317,566012","402,596165","418,095938","6885797,52","554902,591",936
2850008,"162,614815","159,000001","116,344445","121,299999","133,655556","117,374075","156,411113","129,885186","170,866665","183,662963","137,048149","139,348148","1727,511114","460,962964","371,3","457,162964","491,577777","6879407,48","523688,415",646
2850009,"156,023334","155,103332","118,816667","106,44","104,423334","124,69","152,533334","127,316666","141,766665","162,61","134,400001","143,376667","1627,500002","454,503333","329,680001","421,616665","438,776666","6806652,52","553260,61",695
2851007,"146,116667","160,673332","109,516666","128,219999","136,456667","130,749999","157,706668","119,696666","160,979999","185,793334","146,669999","141,743333","1724,32333","448,533332","374,193332","438,383333","493,443332","6876816,02","446039,569",771
2851043,"151,010345","142,679309","98,348276","138,793104","153,975862","133,624138","175,358619","122,389654","174,306897","202,344828","153,124137","135,336666","1781,291835","429,02632","391,117242","472,05517","529,775862","6896217,96","481438,717",950
2852046,"157,3","152,337931","125,176666","138,865517","155,426667","135,755173","171,12069","133,066666","171,486667","214,955173","154,106898","142,799999","1852,398048","452,43793","419,46885","475,674023","540,548738","6896109,03","402108,682",686
2949001,"219,124139","208,413334","149,344828","116,524999","101,310344","100,810345","121,032143","126,010715","167,377778","165,718519","174,017242","160,057143","1809,741528","587,594616","367,180171","414,420635","507,113539","6769861,14","600784,304",52
2949003,"150,313333","155,986668","140,320001","110,173333","111,483333","106,92","117,226668","127,923333","127,71","139,38","132,720001","129,493333","1549,650003","435,793334","361,976667","372,860001","399,810001","6778250,09","632430,044",3
2950008,"147,53","149,67","104,890001","105,42","95,293333","117,483334","131,783332","124,156666","125,953334","144,49","119,16","128,91","1494,740001","426,11","305,603334","381,893332","389,603334","6780636,9","581090,856",956
2950027,"150,020689","154,175861","112,93793","105,778572","90,87931","112,460715","118,903448","119,375863","123,210715","142,02069","121,035715","143,967857","1494,767365","448,164407","309,595812","361,490026","386,26712","6749254,43","579250,391",374
2950034,"162,46","152,916667","122,176667","111,566667","92,873333","111,553334","131,170001","115,670001","127,159999","143,633332","125,636665","152,66","1549,476666","468,036667","326,616667","374,000001","396,429996","6751101,16","579263,304",776
2950038,"174,076665","199,255172","163,88276","127,368965","102,248276","121,728572","128,635714","133,24138","153,748276","156,563333","148,882759","152,842857","1762,474729","526,174694","393,500001","415,62537","459,194368","6728231,26","591400,042",15
