Longitude,Latitude
654757.6246,6926895.5004
654984.8747,6926804.4996
655212.1239,6926496.4998
655436.5007,6926474.0005
655527.0008,6926317.9992
655743.0003,6926328.4993
655737.4420,6926311.8890
655675.7512,6926127.5004
655480.3750,6925848.9980
655285.9379,6925761.9990
655116.1249,6925752.4983
654683.3753,6925342.0003
654623.3751,6925224.9990
654848.5005,6925271.4999
655117.7500,6925464.5003
655177.8752,6925482.5002
655238.0004,6925500.5011
655605.8130,6925372.9988
656175.0628,6925070.4989
656739.8121,6925243.9994
656861.1868,6925164.9998
657053.0629,6924820.0009
657405.6251,6924558.4989
657669.9379,6924432.0001
658192.9377,6923805.4975
658631.6879,6923660.9998
658724.2995,6923533.1299
659156.0630,6922937.0001
659395.3124,6922371.0004
659896.1252,6922305.9990
660283.5013,6922138.0005
660662.0639,6922076.4991
660899.3759,6922095.4994
661093.6246,6922272.4988
661471.9373,6922294.9992
661845.5611,6922553.0001
661846.9281,6922536.7062
661894.8124,6921965.4995
662016.6254,6921707.4986
662200.3750,6921629.0008
662476.6871,6921568.4998
662699.7501,6921439.9991
662865.2500,6920968.9990
663092.4378,6920762.5002
663261.1878,6920254.9986
663466.2510,6919968.4988
663728.3121,6919865.4987
664069.7485,6919934.9986
664264.8123,6920075.4986
664569.1871,6920389.5000
665026.0621,6920622.9986
665280.8753,6920641.5003
665666.7502,6920564.9993
665974.3752,6919978.5002
666471.8630,6919640.2566
666490.6248,6919627.4986
666576.3274,6919345.1941
666457.4369,6919027.0004
666462.3900,6919018.9794
666790.5001,6918487.4999
666786.9304,6918480.0677
666565.4372,6918019.0004
666572.4526,6918013.4504
666792.9372,6917838.9976
666850.8291,6917675.6686
666872.6874,6917613.9992
667169.0627,6917134.9997
667164.7731,6917128.7113
667000.2501,6916887.4989
667016.9249,6916815.0376
667029.9379,6916758.5005
667515.3754,6916337.4993
667748.8115,6915916.9998
667751.5743,6915900.9015
667800.9044,6915613.4063
667808.4370,6915569.5003
668104.5614,6915501.4995
668559.1253,6915639.4999
668944.5005,6915833.4998
668993.7190,6915829.9987
669042.9376,6915826.4977
669211.1880,6915700.4996
669206.5871,6915689.0973
669053.1878,6915308.9998
668905.8127,6914551.9986
668583.1872,6914277.0003
667925.0624,6913583.5004
667799.0008,6913366.9992
667668.4378,6912979.0004
667477.4996,6912656.4988
667343.2502,6912591.5004
667339.5515,6912578.3799
667292.4997,6912411.4996
667293.3138,6912395.1965
667310.6890,6912046.9997
667258.9371,6911672.9980
666778.2500,6911109.5000
666624.9377,6910696.5003
666587.4993,6910269.4995
666415.2502,6909404.9988
666270.8129,6909111.0002
666264.9208,6909046.3458
666259.3748,6908985.4998
666402.3396,6908788.4361
666431.3126,6908748.4991
666431.9567,6908732.2011
666448.6264,6908310.0007
666433.0627,6907827.0004
665935.0628,6906532.0009
665938.1225,6906517.1385
665982.3122,6906302.4999
666129.6248,6906095.5004
666128.8507,6906082.9718
666118.8749,6905921.5003
666121.4062,6905915.8529
666241.6873,6905647.4983
666449.5009,6905488.4988
666463.5635,6905431.9873
666476.8745,6905378.4997
666426.6248,6905240.9990
666135.6879,6904898.4987
666034.0621,6904748.0004
665983.9997,6904520.5003
665362.7502,6903568.4998
665154.7512,6903492.0009
664836.1879,6903566.4989
664439.4371,6903570.4987
663830.0004,6903313.4992
663597.0629,6903127.9996
663232.1871,6903082.9999
662869.4996,6902478.0002
662295.8139,6902180.4985
662273.0627,6901832.5003
662248.8983,6901789.9316
662207.5000,6901717.0003
662229.8755,6901689.4998
662375.6419,6901511.1077
662456.6249,6901412.0009
662462.7412,6901338.6026
662467.4987,6901281.4982
662250.1885,6901062.4994
662061.5626,6900736.4998
661744.1247,6900443.4986
661652.8125,6899870.4999
661456.9377,6899459.5001
661458.5741,6899443.2267
661473.6238,6899293.4985
661531.8556,6899268.9296
661589.7495,6899244.4990
661712.6254,6898931.9988
661713.1804,6898915.7049
661718.9998,6898744.4983
661656.2501,6898543.9991
661286.3752,6898470.9991
661259.7061,6898410.6200
661233.0371,6898350.2378
661172.1879,6898173.4985
660944.9377,6897970.4997
660781.9374,6897682.0000
660792.1262,6897601.8873
660800.2496,6897538.0000
660818.7594,6897524.0193
660912.1247,6897453.4995
660900.0630,6897394.4997
660842.4855,6897378.9144
660816.9377,6897372.0004
660666.6872,6897198.0002
660434.1235,6897168.9995
660276.6251,6896821.9987
660061.5626,6896786.4987
