Longitude,Latitude
472935.48786,7073647.55023
472300.49811,7073517.66152
472056.02156,7073971.58683
472631.33753,7074889.17975
470921.04389,7075861.30581
470358.51825,7077464.76150
470211.57087,7077763.72998
470307.40052,7077817.69722
471319.58145,7078387.41436
470845.07286,7079502.32832
471159.41910,7079965.45660
472481.49824,7079762.47570
472249.91674,7081034.17720
472962.21181,7081473.00707
472996.48611,7081499.87468
474795.17979,7082602.38745
474503.44973,7082850.23465
473876.88394,7083964.79763
474764.87226,7085430.60040
474921.55174,7085689.17049
474468.32666,7086104.70443
474443.03861,7086319.20309
474890.83997,7087413.86693
475512.45911,7087719.87048
475744.91023,7088322.72943
477631.73284,7088725.32680
478423.98099,7089515.18292
479201.94466,7091385.91342
479704.88956,7091199.69919
480656.27467,7090847.37332
481855.37841,7091129.36832
483047.85369,7092002.09035
483649.68289,7092011.13978
483645.09638,7092898.14257
485056.71411,7093333.27640
485631.55975,7092647.49811
486222.37315,7092613.25388
486359.97639,7093327.60722
487796.28428,7093340.91360
489058.83843,7093951.98897
489524.43564,7093799.57074
489831.30360,7094880.41384
490643.01562,7095621.37767
490564.98329,7096620.39451
491177.59125,7096887.45114
491636.24963,7098850.76404
492010.92603,7099026.25796
493724.43699,7097372.77482
494492.42352,7097174.79048
499957.48720,7098781.38947
500852.59363,7098266.44234
501031.56199,7098163.52544
502512.34128,7097077.58728
502729.44041,7096661.62186
502978.07971,7095118.71986
503071.83617,7095021.63896
504670.36527,7094445.90907
505526.40027,7093018.57286
506223.21730,7093366.28137
506811.92766,7094587.47783
505620.78810,7097480.46130
505818.46114,7098356.91309
506495.36188,7098404.02593
509181.33888,7096441.07121
509068.38887,7092753.77780
509987.29285,7092283.09095
510071.08196,7092299.60717
510888.29303,7092656.50649
511782.65430,7093506.33145
512068.62883,7095618.75138
513083.34648,7097467.19868
513673.73074,7097438.68393
515315.20449,7094692.33530
515811.19737,7094405.29688
516078.96064,7094250.31712
516763.61696,7094743.63122
517379.36237,7097002.52142
518804.15634,7097909.86294
519733.17000,7098560.66291
520651.06234,7099069.10235
524134.22888,7099729.99028
525330.61960,7098838.63462
525308.98181,7097140.77116
525421.83565,7096999.55970
526738.52566,7096617.70790
528118.11216,7097167.38732
528450.20398,7097856.35216
526798.98751,7101751.62963
529457.49665,7103599.81746
529812.84119,7103846.77390
530035.57774,7104190.10320
531249.05241,7106060.70024
532160.80424,7107892.92702
532713.97192,7108389.35826
534273.73498,7109227.79092
534900.27314,7109746.76279
535187.12995,7110249.30947
534276.74804,7112844.54006
535386.22044,7114118.76887
535418.34465,7114204.88019
535908.18260,7115519.28296
537172.77649,7117262.74849
540268.11746,7116441.92005
541348.51242,7116519.56609
543665.49209,7117237.96238
544334.11652,7117603.26695
544710.65330,7118090.35111
544921.32597,7119280.72688
544484.30355,7119582.90655
543287.47535,7119616.43559
541998.45736,7118906.51006
541683.87486,7118920.56320
540806.92629,7119530.14303
540860.80533,7121791.16410
542857.30695,7123816.27326
543696.35581,7123509.70707
544502.17621,7121857.61255
544538.68672,7121674.66154
545063.92567,7119862.58689
545158.52548,7119822.02117
547781.67369,7120768.89964
547842.31539,7120805.93209
548675.40105,7121314.66456
549563.25945,7120660.91984
550013.54246,7121576.57260
550627.08819,7121202.98310
551023.95451,7121214.88153
552031.87252,7121245.17360
551821.98110,7120737.30007
552422.44125,7120380.28838
552309.80666,7121519.92094
552884.08425,7121836.28869
553178.99769,7121147.09056
554062.31043,7121195.91443
554115.43672,7120072.47638
554591.84705,7120656.57408
555579.65693,7120318.24732
555682.34988,7120213.76597
555064.38764,7119779.97164
555009.06339,7119320.68449
556039.85695,7118482.86964
556657.22725,7117418.04204
557984.72675,7117347.69194
558180.72556,7117321.13049
559009.58069,7116894.02733
559045.61791,7116875.46710
559155.45433,7116881.58332
559210.02035,7117590.05097
559681.22256,7117775.59486
560060.59883,7117140.78563
562853.93447,7115276.02421
563856.10044,7113661.08414
563149.81556,7111794.59439
563283.82996,7111703.24879
563886.28764,7111911.16479
564016.60856,7111154.88092
564713.50818,7110931.92468
565895.42527,7109671.05812
566729.42858,7109231.84750
567110.85157,7109835.09206
567620.68866,7109186.87624
567770.65229,7110178.79012
566587.23415,7110210.34864
566670.22244,7110552.67537
567455.46816,7110414.02804
567332.19797,7111365.51948
566750.07048,7112143.94922
566998.94355,7113136.55957
567437.91449,7113210.25076
566803.78480,7114865.56005
567793.37137,7115174.67819
568198.11446,7116534.83130
570142.42922,7117985.10535
572343.99619,7118371.33013
573206.03468,7119386.93452
574830.36229,7118408.21789
574527.81914,7119922.23998
574893.09532,7120744.16109
576448.70307,7120062.03243
576627.16531,7118859.91057
577615.76923,7117345.79370
578157.04613,7117767.06154
579044.21101,7117735.93242
579223.64582,7117251.54801
580601.66244,7116827.30376
580721.00471,7116122.46222
581762.60889,7115304.42893
582525.86917,7116736.13395
582900.82771,7116797.43988
583811.45348,7117988.16290
584454.96103,7119375.85946
583682.53850,7119972.89243
583575.23135,7119257.66066
582888.14506,7119327.26683
582396.68879,7120269.10150
581793.48368,7120236.49953
582074.62211,7120864.01462
582867.23885,7121257.08478
583634.33122,7121046.89478
584906.60042,7121458.05245
585852.95497,7120967.08746
584788.32170,7118351.74705
585073.73925,7117560.58819
586567.63077,7119203.53896
587920.52604,7116883.43023
588197.73709,7118272.15987
588867.57950,7118064.37142
588992.74174,7117436.43977
590838.05466,7119153.06396
591578.58466,7121378.11289
591935.80862,7121255.15266
592096.49104,7119019.36120
592226.86476,7118842.17900
592360.33569,7118930.27312
592757.57578,7120099.65972
593561.58987,7120272.18309
594388.51665,7119900.69165
596077.72720,7120962.83527
596284.93202,7120940.81838
596841.00155,7120729.12241
597245.32701,7120575.20576
599413.82629,7118915.29469
599729.25149,7119617.24031
598908.53760,7121081.99775
598918.65500,7122381.36514
600220.66201,7122166.96482
600721.47280,7122630.92776
602874.19952,7122007.88667
603326.01241,7121607.88293
603610.69861,7121095.44189
603420.20204,7119397.78702
602282.69720,7117999.35720
602768.16414,7117449.72545
605262.42980,7120451.86546
604118.66672,7121588.42014
604754.22096,7121724.22321
605861.59961,7122894.68096
605932.12669,7122893.77103
606634.47142,7121861.80211
606000.33186,7121051.18863
606530.40324,7120309.77191
608538.64075,7121077.53693
609654.51973,7120866.56119
610203.85291,7120083.71798
610889.10331,7120581.49882
613512.36379,7119920.91056
612979.11450,7118967.77535
613585.52869,7118650.27138
613819.44297,7117691.32879
614516.14533,7117284.00597
615777.76668,7116664.59574
615840.98334,7116676.43404
616483.32138,7117973.25239
616790.59906,7117892.29009
616652.83096,7116345.38227
615666.36978,7115714.14868
616004.24167,7115329.73350
616966.08358,7116079.96151
617018.18140,7115980.17139
616943.09305,7114561.83721
617540.69428,7113479.38310
618398.71403,7113357.76286
619171.29056,7113989.39458
619540.11842,7111830.39870
620692.08219,7111215.91075
621175.44009,7111430.68233
621230.61604,7112570.43118
622138.62013,7110510.76586
622602.93266,7110576.21400
623156.77651,7111498.07962
622118.12100,7111836.61433
622390.10605,7112452.37829
623193.26246,7112118.36337
623522.70082,7111112.41689
624746.56469,7110511.70565
624866.77256,7110350.91649
625100.10913,7108203.86542
625931.61355,7108352.79306
626372.48042,7107931.66608
627465.48679,7107762.15121
626240.42759,7106295.19224
627042.02352,7104888.44939
627260.26541,7104735.31931
628875.25415,7106569.44559
630036.81934,7105766.89841
631035.30791,7104076.38546
632241.57754,7104142.36586
630920.93747,7102774.90425
631844.73369,7103020.60701
632471.21371,7102431.47368
632696.57313,7103086.81570
633516.00892,7102396.56943
633850.37625,7102905.03733
634583.21751,7102876.12721
634523.19878,7102229.09901
635022.27158,7101917.20862
634872.23007,7101080.33310
634975.04483,7100536.20214
635180.06615,7100403.13033
635308.01042,7100387.94725
636478.10853,7101235.34914
636210.35670,7102436.57784
636857.46734,7102433.51719
637286.27450,7101279.03262
636353.69374,7100484.06918
637709.09801,7099686.98062
638146.20395,7099858.00400
638401.35851,7100594.21382
638656.87131,7099877.84179
639256.54406,7100097.61567
639626.18413,7098338.52999
639677.97849,7098300.42874
639987.27209,7099034.70456
640592.85856,7098805.81090
641103.22900,7099455.83878
640764.54407,7098052.10850
641185.98267,7098044.34840
641829.44753,7098264.13915
641966.57128,7098354.30804
642074.73865,7099827.22946
643115.86892,7097679.91020
644327.01285,7097218.67900
645046.67921,7098052.18677
644734.39292,7098454.71840
644644.92522,7098547.94554
644661.87365,7098571.88230
645281.98131,7098566.63038
646008.48267,7098000.84376
646182.86907,7098342.95230
645565.72782,7098707.55407
645772.30903,7099779.64753
645846.38972,7099811.18700
646241.17184,7099676.41047
646907.03970,7098603.19066
646941.64882,7099383.18153
647849.46662,7098297.49685
648665.58717,7098931.07332
649406.65377,7098350.45809
649536.98355,7098858.96763
650193.79851,7098926.57627
650012.35295,7099216.60009
650766.51050,7099706.37940
650755.38424,7100164.73282
650369.09572,7100005.78258
649876.91401,7100904.72691
650497.30522,7100869.93204
651191.45843,7101872.86733
650898.55246,7102247.13627
651306.86897,7102943.31463
651209.99892,7103429.53301
651946.02805,7102828.84033
653453.49825,7104200.94344
654007.79492,7105371.36624
655524.50411,7105274.03902
655938.73817,7105188.19399
656253.27629,7104281.82504
657061.59602,7104723.00702
657745.47361,7104889.97466
657878.91432,7105182.34343
658193.78340,7105017.89610
658270.58786,7106374.80530
659247.75271,7105429.30175
659932.68598,7106625.38534
660362.26531,7106509.35961
660865.55204,7105653.55607
660927.05636,7105571.85507
661183.50716,7106034.64134
661600.68149,7106017.60764
662641.65472,7106277.37317
662901.12138,7106013.57575
662763.33161,7106797.89246
663067.48300,7106734.25002
663062.40729,7107177.35739
663357.36809,7106983.02813
663275.15470,7107363.49281
663921.75207,7107689.48096
663854.04407,7108060.71875
664244.22509,7107882.83430
664064.46013,7108071.14360
664569.20316,7108159.15045
664442.62793,7108434.65574
664867.83319,7108428.96132
665239.19537,7109069.61246
665748.90548,7108944.08321
666545.00984,7109409.33497
666505.33304,7109923.24654
668190.69762,7111060.61910
669240.53087,7111026.44733
669518.49525,7111017.47366
669651.03718,7110627.77956
670186.30455,7111028.20640
669928.57213,7111641.83955
671027.12558,7111809.36926
670777.06270,7112459.60496
670511.55375,7112297.50809
670841.94117,7112825.27056
670484.60984,7112992.33046
670449.07274,7113192.41126
670507.24395,7113453.89523
670578.37804,7113773.43815
671338.10368,7114464.64718
671760.46757,7114431.84878
672324.08428,7113973.03626
672623.13190,7114090.33695
672528.53804,7114500.61192
673065.93397,7114337.47749
673443.35547,7114400.99840
673147.24383,7114694.05379
673545.91509,7115175.30057
673363.88230,7115716.53185
674404.80791,7115614.40930
674454.96893,7115646.76171
674329.47038,7116035.70633
674710.69879,7116250.41204
674542.55680,7116917.66042
674761.34629,7117580.18875
675826.46113,7118236.75474
676407.28485,7118975.41459
676311.83368,7119644.50530
676658.92482,7119705.79968
677572.34596,7119667.15583
678365.86537,7120426.29745
679005.48019,7120254.82599
679379.53927,7121080.65608
680573.55709,7121298.17864
680966.83218,7121572.47637
680953.75610,7122084.24527
682032.68793,7122042.97764
682635.71992,7122826.66734
683447.97269,7122891.28590
683943.38601,7122161.65188
685029.55633,7121903.50884
685349.19519,7121458.20023
685473.42413,7121893.00014
685865.07405,7121752.34852
686020.25664,7121259.59048
687203.34856,7122478.40061
687257.95571,7122587.77581
687001.66030,7122936.38225
687622.37885,7123377.13737
688875.50173,7122358.83848
689470.16259,7123032.85316
690194.12630,7121936.84705
690666.26386,7121811.89748
690827.69097,7121825.36191
691077.54764,7122543.58274
692474.29153,7122187.31539
693070.16512,7122913.42659
693293.33982,7121826.95371
694623.87820,7120581.66243
694970.16105,7120934.44197
695486.94244,7120725.16937
696081.91450,7122389.78441
697209.89614,7122382.04951
698058.18539,7121143.62507
698115.76545,7121098.27378
699446.70369,7121048.01223
699848.45429,7121554.93310
700351.87649,7121461.62166
701289.78994,7122248.84716
701760.73319,7122246.63453
701540.62622,7122672.41276
702153.36423,7122981.20249
702357.08142,7123925.66066
703393.89928,7124176.61049
704017.90493,7124465.29221
704026.97197,7123719.55351
704467.34071,7123492.67809
705138.23163,7123787.40659
704146.19850,7124815.46577
718277.38901,7124439.56217
729160.61534,7124150.05211
732196.42911,7124344.48665
732656.12955,7124719.96545
733319.50837,7124522.62703
733960.53928,7125084.08288
734063.59572,7125692.91888
735952.94214,7127060.79333
736464.52248,7126283.70487
736305.79522,7125828.74680
736990.97690,7125446.25213
736911.95334,7124636.86545
737893.28966,7124646.46397
738211.13597,7124960.48589
738205.21852,7124126.36876
738902.14994,7124212.03217
739243.54140,7123869.26875
739173.58866,7124390.20662
740107.51918,7124238.21390
740298.62446,7124621.91243
740826.06129,7124628.53477
740244.78272,7122207.50415
739408.95700,7115863.93573
739438.74951,7114707.48727
740122.36851,7114022.64781
740274.67976,7108276.50427
741800.60657,7103752.24839
743078.62544,7103128.75140
743572.65787,7103127.02997
746126.12043,7103118.28571
746867.45987,7103800.34140
747647.84862,7103105.43354
747179.60192,7099861.10456
748172.22272,7097218.96873
749505.78421,7096827.02318
749671.00752,7097489.57470
750163.63966,7097841.84880
750501.70600,7097602.98046
749923.40909,7095984.75834
749162.70166,7095426.31812
746418.40365,7090535.40153
744213.28586,7085848.72998
742987.03763,7082014.75835
740172.23503,7077010.11614
739487.86748,7074356.99112
739701.73483,7072178.47606
739944.69718,7071793.19244
737825.90783,7069075.87078
735940.65282,7065615.87784
734026.54134,7061504.83866
733115.32769,7059002.66811
732846.06946,7058526.67161
732576.78743,7058630.97923
732715.20493,7058296.59320
731360.46143,7054236.64785
730189.87913,7048075.96415
730173.35759,7046015.39922
730948.70120,7044848.78076
730631.39043,7042640.09224
731086.87095,7039037.69411
731562.94195,7037748.23252
732511.34710,7036835.78393
733433.05760,7036716.31983
733948.02566,7037773.69864
734615.27822,7037330.77290
735362.91457,7035712.42626
736594.25428,7034696.68096
737994.03811,7034684.72823
738709.09937,7036557.87728
739059.97064,7035300.74618
740075.13540,7035277.08971
739808.67445,7034474.60220
740147.65334,7033942.85899
739438.70250,7033793.24424
738987.33483,7033193.60501
738266.71661,7030455.70088
736446.70866,7030542.77361
735706.94905,7029553.47077
734655.13129,7025828.76081
734072.38048,7022264.75319
734330.30412,7020945.23264
734275.16183,7020222.23786
735228.57330,7019239.55532
736195.63998,7019558.05518
735589.91584,7018325.86796
735543.11482,7015788.54874
735873.54446,7015627.01563
735539.93736,7015195.10463
735636.31587,7014477.50907
734910.57488,7014427.67268
734786.47739,7013758.09843
736055.98737,7011355.43113
737084.45946,7010806.49424
738105.99304,7010913.28812
737934.10409,7011785.83322
738449.96409,7012018.14778
739222.91841,7011577.45754
739430.39253,7012157.46781
740121.92800,7011883.85744
739891.38781,7011410.19906
740424.96780,7010188.66626
741401.22453,7010357.18719
740734.14338,7009258.85694
740954.11619,7008565.71646
740184.09885,7008412.92117
740215.00076,7006859.98272
739469.17624,7006235.62872
739254.40133,7004493.00214
738806.64535,7004421.08128
738600.25132,7003219.65226
738818.68280,7002395.75981
739256.15458,7002316.08549
738488.90290,7001743.25904
738500.52900,7001178.20836
738269.97554,7001341.36173
737659.50794,7000665.53725
737546.13268,7001053.61005
737145.00061,7000986.97335
736727.49925,7000183.12129
737638.48202,6997429.07086
739389.30183,6995113.07967
741153.73937,6993946.52722
741901.89915,6994237.29518
742315.51766,6993667.22267
742855.64713,6993730.40521
744443.10173,6994761.62352
744020.77018,6995281.19092
745235.34571,6996637.02554
745176.86267,6997102.05817
744806.75975,6996846.40811
745031.86604,6997390.23821
745698.84060,6997972.03997
746263.28763,6997626.41010
747126.13025,6998774.46171
747443.81863,6998353.57170
