Data;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31
01/01/1929;220,4241;555,774;836,0718;1053,338;420,9106;651,7054;466,8202;1128,657;1078,182;841,6439;681,8298;537,4216;1128,657;864,0999;1053,338;754,5117;537,4216;501,5574;551,1597;346,7259;254,307;242,6703;299,9882;408,7647;501,5574;598,0861;1368,669;864,0999;830,5165;819,4564;707,4042
01/02/1929;462,5576;408,7647;287,053;274,4778;299,9882;266,2921;246,5108;192,8414;176,7749;155,7502;128,582;126,0451;118,6257;113,8372;106,8876;102,408;100,2137;98,04943;93,81054;91,73553;155,7502;144,4857;155,7502;291,3246;155,7502;150,0508;150,0508;186,3082;;;
01/03/1929;192,8414;189,557;186,3082;183,0951;183,0951;176,7749;173,6674;179,9173;192,8414;291,3246;278,6298;258,2632;227,6888;170,5949;155,7502;152,8837;161,5852;155,7502;150,0508;150,0508;150,0508;147,2516;147,2516;113,8372;111,4898;113,8372;106,8876;118,6257;116,2158;118,6257;113,8372
01/04/1929;111,4898;91,73553;91,73553;83,72754;79,89627;76,17824;74,36123;72,57198;72,57198;70,81033;69,07607;67,36902;65,68901;64,03585;64,03585;62,40936;60,80934;62,40936;62,40936;64,03585;62,40936;60,80934;59,23563;56,16634;51,75497;48,94025;47,57018;48,94025;48,94025;46,22472;
01/05/1929;46,22472;43,60687;35,19147;56,16634;147,2516;167,5572;139,0534;102,408;85,68609;87,67348;424,995;384,9581;192,8414;155,7502;91,73553;83,72754;78,02319;81,79766;89,6899;89,6899;87,67348;83,72754;83,72754;79,89627;69,07607;65,68901;62,40936;60,80934;56,16634;56,16634;50,33512
01/06/1929;53,2;53,2;50,33512;46,22472;42,3341;50,33512;196,1618;346,7259;365,6153;266,2921;242,6703;651,7054;641,8013;192,8414;192,8414;176,7749;179,9173;128,582;128,582;121,0671;118,6257;113,8372;116,2158;91,73553;83,72754;79,89627;79,89627;78,02319;72,57198;79,89627;
01/07/1929;78,02319;78,02319;76,17824;72,57198;76,17824;79,89627;79,89627;78,02319;79,89627;81,79766;81,79766;83,72754;78,02319;76,17824;76,17824;78,02319;79,89627;79,89627;72,57198;67,36902;65,68901;65,68901;78,02319;128,582;126,0451;83,72754;79,89627;76,17824;74,36123;70,81033;69,07607
01/08/1929;78,02319;76,17824;83,72754;76,17824;74,36123;69,07607;67,36902;59,23563;60,80934;56,16634;56,16634;56,16634;50,33512;46,22472;38,65808;35,19147;91,73553;106,8876;220,4241;213,3083;192,8414;113,8372;104,6326;95,91512;192,8414;424,995;346,7259;308,8137;384,9581;420,9106;308,8137
01/09/1929;308,8137;186,3082;164,554;155,7502;158,6507;186,3082;199,5183;266,2921;501,5574;346,7259;308,8137;220,4241;170,5949;133,7527;126,0451;121,0671;118,6257;113,8372;133,7527;128,582;133,7527;139,0534;155,7502;186,3082;199,5183;346,7259;299,9882;224,0378;206,3402;164,554;
01/10/1929;139,0534;270,3653;501,5574;651,7054;864,0999;702,2552;510,4181;560,4058;560,4058;384,9581;346,7259;346,7259;346,7259;968,4573;1736,438;1496,493;1160,735;864,0999;510,4181;433,2175;346,7259;537,4216;651,7054;754,5117;651,7054;466,8202;416,844;369,4477;346,7259;346,7259;291,3246
01/11/1929;400,7572;381,0533;235,1038;209,8059;192,8414;155,7502;113,8372;176,7749;209,8059;192,8414;161,5852;173,6674;192,8414;167,5572;209,8059;192,8414;186,3082;133,7527;121,0671;95,91512;87,67348;83,72754;78,02319;87,67348;83,72754;78,02319;72,57198;69,07607;67,36902;65,68901;
01/12/1929;64,03585;60,80934;98,04943;78,02319;74,36123;79,89627;100,2137;87,67348;72,57198;72,57198;79,89627;78,02319;76,17824;72,57198;69,07607;64,03585;62,40936;60,80934;53,2;50,33512;48,94025;46,22472;48,94025;48,94025;47,57018;47,57018;44,90368;48,94025;42,3341;37,47953;37,47953
01/01/1930;46,22472;50,33512;53,2;83,72754;89,6899;384,9581;555,774;593,3152;343,0026;224,0378;192,8414;136,3867;104,6326;131,1512;555,774;707,4042;765,1667;555,774;388,8808;282,8215;246,5108;161,5852;131,1512;128,582;126,0451;192,8414;155,7502;150,0508;147,2516;424,995;510,4181
01/02/1930;424,995;313,8745;291,3246;274,4778;339,2975;266,2921;404,752;728,1708;1232,739;1361,719;781,2764;510,4181;346,7259;266,2921;392,8216;1212,907;933,0724;579,1069;416,844;343,0026;266,2921;220,4241;189,557;186,3082;227,6888;179,9173;199,5183;189,557;;;
