Data;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31
01/07/2003;1,85;1,6;1,2675;3,49;10,25;11,125;9,5;15,325;36,45;22,4;18;12,85;10,125;8,75;8,5;14,425;12,175;10,125;8,875;8,125;7,25;6,625;9,625;8,5;7,5;12,175;16;13,75;9,25;8,125;6,875
01/08/2003;6;5;3,915;2,98;2,15;1,9;1,65;1,3;1,1375;;;;;;;;;;;;;;;;;;;;;;8,625
01/09/2003;7,5;6,25;4,75;3,66;3,065;;;;;;9,5;8,25;7;6;4,875;;;;;;;;;;10;21,8;9,625;17,4;16,2;11,125;
01/10/2003;19,8;15,55;9,875;8,125;8,625;11,725;20;17,2;15,325;14,65;12,4;10,625;9;7,625;6,375;5,375;4,25;10,75;10,75;9,375;8,25;7,125;5,875;23,6;179,4;48,6;21,8;17,4;25,125;19,2;18,8
01/11/2003;27,6;23,4;18,2;13,075;10,125;8,125;11,95;10,625;8,875;7,25;6;4,875;3,915;;;;;;;;;;;;;;;;;;
01/12/2003;;;;;;;;;;;;18;11,25;11,375;18,4;13,3;10,75;9,625;8,875;9,75;8,5;7,5;6,5;5,5;4,5;3,575;2,64;2,1;4,875;13,075;21,2
01/01/2004;12,85;9,375;7,75;7;6,25;5,375;4,5;3,745;3,065;5,5;4;8,625;11,95;20,2;16;20,2;24,225;18;6;2,81;10,25;16,8;14,875;29,875;24,9;18,4;10,125;10,25;18;23,2;16,4
01/02/2004;20;21,8;37,15;27,6;26,025;18,6;26,25;57,1;24,675;17,6;14,875;11,375;9,75;8,25;6,875;5,75;4,75;4;3,49;2,81;;;;;;;;;;;
01/03/2004;;;;;;;;;;;;;;9;17,4;19,2;17;20,6;31,8;38,9;28,275;18,4;11,5;8,875;7,5;6,25;618;53,725;23,4;18;13,975
01/04/2004;10,5;8,75;7,375;9,75;45,4;41,4;24,9;17,6;17;41,4;75,75;29,6;20,8;16,2;12,85;10,5;8,75;10,875;16;14,425;11,375;9,875;8,5;7,375;6,625;6;5,25;4,125;3,575;5,75;
01/05/2004;10,25;8,25;7,25;88;516;436;444;502;74;33,725;22,8;18,4;18,4;49;35,4;19,4;16,2;10,5;8,875;7,5;6,375;4,75;7,5;28,05;25,125;17,6;11,375;9,25;8,25;7,5;6,375
01/06/2004;6,75;14,65;14,425;15,55;13,975;11,125;9,375;8,5;7,5;13,075;17;11,725;10;8,625;7,875;7,375;6,625;6,125;5,375;4,875;4,25;3,745;3,235;2,64;2,25;2,05;1,85;1,65;1,45;1,2025;
01/07/2004;3,83;7,25;9,375;10,125;8,125;6,875;7,5;19,8;18;12,625;9,125;7,75;6,375;5;22,2;32,075;26,25;19,2;14,875;11,95;10,625;9,25;8,5;7,875;6,875;5,75;4,75;3,83;3,575;3,235;6,875
01/08/2004;7,375;5,875;3,83;3,405;3,065;2,725;5,5;4,5;3,32;2,555;2,25;2,15;2,05;1,9;;;;;;;;;2,15;3,15;2,47;2;;;;;
01/09/2004;;;;;;;;;;1,5;14,65;20,8;41;211,9;39,6;19,2;11,375;9,125;7,75;6,75;8,25;8;17,6;29,05;18,8;13,975;10,5;11,725;10;8,125;
01/10/2004;9,125;10,25;8,75;7,5;6,625;5,125;4;3,49;3,065;2,725;2,385;2,15;2,555;3,83;3,405;7,625;30,15;11,5;15,325;10,625;9;7;5;3,66;8;15,1;10,875;6,375;5,5;4,375;3,915
01/11/2004;3,575;3,235;2,895;2,47;2,725;4,625;3,915;3,575;3,235;4,375;7,25;7,25;5,875;4,25;7;14,875;25,8;14,65;7;5,75;4,25;3,405;2,555;2,15;5,375;17,8;12,625;10,25;18,8;13,3;
01/12/2004;8,75;5,625;4,625;3,83;4;4,375;9,75;9,5;14,425;133;50,35;33,175;21,4;15,55;11,5;8,25;39,6;19,4;20,4;20;13,525;8,5;13,75;14,2;10,5;9,125;7,5;6,25;5,125;4;3,235
01/01/2006;5,13;8,75;9,75;7,63;6,5;5,25;3,83;2,89;;;;;;3,66;2,47;5,38;9,38;8,88;10,8;19;25,1;41;91,5;145;;;;;;;
01/02/2006;;;;;;;;;;4,63;5;9;5,63;5,38;3,49;4,25;3,49;19,6;19,6;376;101;54,4;25,8;18;12,9;9,88;8;7;;;
01/03/2006;13,8;20,8;24;8,63;6,63;5,38;4,25;3,58;5,25;5,63;4,5;3,66;4,63;5,25;4,13;3,23;2,89;2,47;5,13;5,25;9,5;7,5;6,75;5,88;4,75;4,13;3,74;5,63;6,13;5;3,91
01/04/2006;3,58;3,15;2,56;2,3;2,15;2,05;3,15;3,23;7,13;8,25;8,88;7,63;6,5;5,25;4,13;4,13;5,75;4,13;3,32;2,89;2,56;2,38;2,25;2,05;1,95;1,9;1,8;1,75;1,7;1,6;
01/05/2006;1,6;1,5;1,5;1,45;;;;2,15;3,83;6,25;9,375;8,75;7,25;5,75;5;3,83;2,98;2,2;1,95;3,065;6,75;6,25;5,375;4,375;3,575;3,065;2,555;2,25;2,05;2,25;4
01/06/2006;3,745;3,405;2,98;2,555;2,25;2,15;1,95;1,65;1,4;2,64;4;3,32;2,555;2,15;1,95;2,64;2,2;1,95;1,75;3,915;9,125;15,55;16,2;11,725;9,625;8;6;4,75;3,915;3,575;
01/07/2006;2,895;3,745;3,405;2,725;2,25;2,05;1,85;1,65;3,235;3,235;2,64;2,25;2,05;1,7;7,5;22;10,125;6;4,375;3,745;3,235;2,895;2,47;3,065;10,25;21,6;23;16;9,25;5,875;3,915
01/08/2006;3,15;2,3;2;1,65;1,35;2,895;4,75;3,915;3,575;3,15;2,725;3,15;3,915;3,15;5;9,25;7,5;10,375;8,5;6,5;5,125;3,83;3,15;2,555;2,15;1,9;1,65;1,45;1,235;1,0725;2
01/09/2006;2,81;2,725;3,065;2,725;2,3;2,05;1,85;1,5;6,25;4,875;3,83;5,5;4,5;4,375;6,25;4,625;3,83;3,405;3,065;2,555;2;2,05;1,85;1,65;1,45;1,3;1,235;1,0725;0,8775;0,715;
01/10/2006;0,605;1,9;2,385;2,15;1,85;1,85;1,85;1,7;1,7;1,65;1,55;2;2,47;3,575;3,575;4;3,83;3,235;3,32;20,4;27,6;8,5;5,125;3,915;3,49;3,065;2,725;2,64;2,47;2,3;2,3
01/11/2006;2,25;4;4;4,875;9,375;11,725;10;6,125;4,875;4,125;4,625;5,5;5,25;3,745;3,405;3,235;3,49;11,375;158,6;220,6;39,6;23,6;14,875;10;21,8;22,6;41,8;46,6;53,05;135,3;
01/04/1986;;;;;;;;;;;;;;;;;;;;;;;;3,08;2,92;2,76;4,85;3,4;3,08;3,08;
01/05/1986;3,08;2,76;2,6;2,44;2,44;2,28;2,28;2,12;2,12;2,12;2,12;2,44;2,44;2,12;2,12;2,12;2,28;2,12;2,12;2,12;2,12;1,8;1,8;1,8;1,8;1,8;1,69;1,69;1,8;18,15;12,45
01/06/1986;11,4;3,98;3,4;3,4;2,44;3,08;3,08;2,92;2,76;2,76;2,76;2,76;2,6;2,76;3,08;3,98;3,4;3,08;3,08;2,76;2,76;2,44;2,44;2,44;2,76;2,44;2,44;2,12;2,12;2,44;
01/07/1986;2,92;3,69;3,69;3,08;2,76;3,24;4,27;4,56;3,98;3,24;3,08;3,08;2,92;2,76;2,6;2,44;2,76;6,9;16;24,9;13,2;8,7;6,3;5,43;4,56;3,98;3,4;3,08;3,08;2,76;2,76
01/08/1986;2,76;2,44;2,44;3,98;19,5;6,01;5,72;5,14;4,56;3,98;3,98;6,9;17,7;24,9;18,15;12,45;10,35;9,3;8,4;7,2;6,01;5,14;4,27;3,4;3,24;3,08;3,08;3,08;2,76;2,76;2,76
01/09/1986;2,76;2,76;2,76;2,76;2,44;2,44;2,44;2,44;2,44;2,44;2,12;1,58;1,36;1,03;1,69;3,69;24,3;13,6;102,7;102,7;85,1;34,3;17,7;16;19,95;11,4;16,4;12,8;8,4;6,01;
01/10/1986;4,56;3,69;3,4;3,08;2,76;2,6;1,58;1,36;336,5;568,5;212;56,4;16;8,4;5,14;3,98;1,8;1,25;0,81;0,7;0,7;0,55;0,4;0,35;0,2;0,189;0,178;0,178;0,3;0,25;0,2
01/11/1986;0,35;0,3;0,2;0,2;14,4;12,45;3,98;2,6;1,36;0,81;0,7;0,55;0,4;0,3;0,2;0,178;0,156;0,156;0,134;0,134;0,134;0,25;0,7;0,5;0,4;0,6;0,7;1,25;2,44;3,4;
01/12/1986;3,08;2,12;1,58;1,25;1,03;0,7;2,12;1,58;1,47;1,36;1,14;1,69;1,36;0,7;0,55;0,5;1,14;2,12;6,3;2,28;2,76;3,08;5,43;11,4;93,6;50,32;30,3;23,7;65,6;167,5;62,48
01/01/1987;46,5;32,3;23,1;17,7;14;15,2;15,2;18,15;24,3;45,35;28,3;20,4;72;51,84;76,8;80;70,4;59,44;47,65;33,3;33,3;41,9;24,9;26,1;59,44;23,1;20,85;15,2;14,4;12,8;11,75
01/02/1987;14,8;12,8;12,8;11,75;14,4;12,45;11,4;10,7;10,35;9,3;17,25;26,7;19,95;19,95;26,1;139,3;141,6;167,5;118,1;85,1;68,8;51,84;40,75;26,1;29,3;24,3;20,85;18,15;;;
01/03/1987;16;14;12,8;10,7;8,7;8,7;8,1;7,5;8,1;11,75;7,8;6,9;6,3;5,72;4,85;4,27;3,98;3,24;3,08;3,08;2,92;4,27;4,27;3,24;3,08;6,6;7,5;6,9;6,3;6,01;5,72
01/04/1987;3,4;3,08;2,76;2,44;2,12;1,8;1,8;1,69;2,12;6,01;3,24;68,8;26,1;18,15;21,3;18,6;15,6;14;11,4;10;8,4;7,2;6,3;6,3;5,14;4,56;3,69;3,24;3,08;3,08;
01/05/1987;3,08;2,76;2,44;2,12;1,8;6,3;27,3;19,5;12,8;8,7;6,01;5,72;12,45;53,36;31,3;22,5;18,6;15,6;20,4;259,6;128,6;68,8;46,5;36,3;32,3;28,3;25,5;21,9;25,5;22,5;19,95
01/06/1987;20,4;18,6;17,25;19,05;33,3;37,3;30,3;26,1;22,5;20,4;19,05;20,4;81,7;78,4;76,8;59,44;47,65;36,3;35,3;31,3;28,3;36,3;41,9;31,3;24,9;21,9;18,15;16,4;15,2;14,4;
01/07/1987;14,8;13,2;27,3;48,8;30,3;23,7;29,3;46,5;34,3;30,3;26,7;23,1;20,85;17,25;15,2;13,2;12,8;12,8;21,3;16;12,8;12,1;11,05;10;9,3;8,7;8,7;108,4;185;120,2;93,6
01/08/1987;72;57,92;45,35;43,05;35,3;36,3;35,3;31,3;26,7;23,1;26,1;88,5;187,7;153,1;153,1;126,5;88,5;72;64;59,44;54,88;51,84;46,5;43,05;40,75;44,2;39,6;35,3;32,3;44,2;38,45
01/09/1987;29,3;85,1;120,2;67,2;51,84;43,05;38,45;35,3;30,3;36,3;43,05;33,3;26,1;38,45;41,9;35,3;30,3;27,3;24,9;23,1;18,15;16;16;14,4;13,2;12,45;11,4;19,05;16,4;18,15;
01/10/1987;45,35;33,3;22,5;19,5;17,25;16;14,8;13,6;16,8;20,4;15,2;235,2;88,5;51,84;238,1;122,3;76,8;57,92;44,2;32,3;28,3;24,9;21,9;19,5;20,85;112,2;64;73,6;104,6;54,88;44,2
01/11/1987;35,3;26,7;22,5;20,4;45,35;26,1;38,45;26,1;76,8;38,45;27,3;30,3;29,3;23,7;44,2;34,3;27,3;21,9;20,4;17,7;83,4;60,96;37,3;27,3;24,9;24,9;20,85;17,7;15,6;14;
01/12/1987;12,8;12,1;17,7;20,85;15,6;11,4;9,3;9;10,7;10,35;7,2;6,3;5,72;5,14;4,56;4,27;5,14;6,9;5,43;5,43;7,5;8,7;8,4;6,6;5,72;8,7;14;10,35;31,3;76,8;43,05
01/01/1988;27,3;20,85;17,25;14,4;30,3;16;12,1;9,3;8,7;9,3;8,7;8,1;7,2;6,9;8,1;8,1;15,2;14,4;10,35;21,9;16;12,8;9;7,8;6,6;19,05;31,3;13,6;34,3;88,5;220,7
01/02/1988;122,3;76,8;97;41,9;34,3;24,3;20,4;16,4;14;12,8;11,75;9,65;8,7;18,6;15,2;12,45;10,35;9,3;8,1;6,9;6,3;5,72;6,9;7,2;6,3;6,3;5,72;5,14;4,56;;
01/03/1988;3,98;3,98;23,7;12,1;8,1;6,9;12,8;76,8;28,3;16,4;16;12,1;10;9,3;10,7;16;10;8,1;7,5;6,6;6,01;5,72;4,85;3,98;3,4;3,24;3,08;2,76;122,3;71,7;30,7
01/04/1988;24,9;18,4;15,55;12,85;10,75;9;5,5;11,95;8,5;6;5;6,75;24;20,4;14,65;11;7,75;5,5;4,25;3,66;3,15;3,15;2,81;4;63,65;24,45;22,4;19,2;16;11,5;
01/05/1988;9,25;8,5;16,4;21,6;12,4;9,25;9,75;11;8,5;7;6,5;5,75;7;5,5;4,5;4;3,83;3,32;2,98;2,3;2,2;2,1;1,9;1,7;1,5;1,3;1,3;1,235;1,17;1,04;1,04
01/06/1988;0,975;1,17;1,105;1,5;3,15;1,7;1,7;5,75;111;26,7;20,4;16,8;23,2;20,8;16,8;12,85;10,25;8,75;9,5;8,5;7,5;6,5;18,4;28,5;22,8;16,8;14,65;13,75;11,25;8,5;
01/07/1988;7,25;6,5;5,75;5;4,25;7,25;5,25;4,5;3,32;2,64;2,3;2;1,7;1,6;1,5;1,4;1,3;1,17;1,17;1,105;1,04;0,975;0,91;0,845;1,8;2;1,3;1,17;1,105;1,04;1,04
01/08/1988;0,975;0,91;1,04;2;1,3;1,3;1,17;1,04;1,3;1,17;1,17;1,04;0,975;0,91;0,91;0,91;0,91;0,91;0,845;0,845;0,78;0,78;0,65;0,65;0,59;0,59;0,53;1,105;0,65;0,65;0,59
01/09/1988;0,59;0,59;0,59;0,53;0,53;0,53;0,53;0,53;0,47;0,47;7;384;317,4;101,25;44,2;33,45;28,5;26,7;25,8;24;30,7;37,5;33,45;38,2;69,4;45,8;31,8;28,5;26,25;23,6;
01/10/1988;21,6;19,2;47,4;38,2;27,6;24,45;22,8;19,6;41;156;54,4;32,9;28,5;25,8;23,2;21,6;19,2;16,8;16,4;15,55;11,95;9,5;16,8;13,3;10;8,5;7,5;6,75;6;5,25;16,8
01/11/1988;11;8,5;6,5;6;5,5;4,5;4;3,66;3,32;3,32;2,98;2,98;2,3;1,9;1,5;1,5;1,3;1,3;1,7;1,7;1,4;2,64;2,1;1,8;1,5;1,3;2,2;1,9;1,5;1,17;
01/12/1988;1,235;1,4;1,17;1,17;1,105;1,04;0,975;0,975;1,3;1,4;1,235;1,17;1,4;1,235;1,235;1,235;1,105;1,04;0,975;0,91;0,91;0,845;0,78;0,715;0,65;0,62;0,62;0,845;1,105;1,5;4,75
01/01/1989;5,75;1,4;0,65;1,4;2,98;36,1;25,8;38,2;33,45;23,2;18,4;16,4;17,2;21,6;21,6;18,8;15,1;6,75;3,49;2,81;4,25;3,32;2,64;3,49;5,5;14,2;6;4,25;16,4;32,35;49
01/02/1989;38,9;27,15;24;19,6;18;14,2;9;7,25;8,5;8,5;6,25;5,75;4,75;4,25;5,5;6,25;5,5;3,66;2,47;6,75;13,3;5,25;16;22,8;13,75;8,25;5,75;11;;;
01/03/1989;11,95;6,75;8,75;22;23,6;23,2;15,55;10,75;9,5;7,75;11,5;10,75;9;9,25;9,25;8;5,75;4,5;8,5;79,25;45;29,05;24;21,2;18,8;17,6;16;10,75;8,5;7,25;7
01/04/1989;59,8;41;30,7;24,9;38,2;41,8;29,05;26,25;22,8;20,8;28,5;26,7;20;17,6;15,1;11,5;16;18,4;9,5;7;5,75;5;3,83;3,66;3,32;2,64;5,5;5,75;3,83;3,32;
01/05/1989;17,2;16,8;36,1;44,2;68,25;109,05;45,8;30,7;25,35;22;18,4;14,2;9,5;8,25;7;6;5,25;4,25;3,83;3,32;2,98;2,64;2,2;2,1;2;1,8;1,7;1,5;1,4;1,3;1,3
01/06/1989;1,235;1,17;1,17;1,105;0,975;0,975;0,91;0,845;0,845;0,78;0,78;0,715;0,715;0,65;0,65;1,105;1,04;0,975;0,975;0,91;0,845;1,17;1,235;1,4;4,75;8,5;14,2;7,5;3,32;2,2;
01/07/1989;9;26,25;11,5;26,7;36,8;20;14,2;9,5;7,25;4,75;4;3,49;3,15;2,47;2,2;2,1;1,9;1,8;1,7;1,5;1,4;1,3;1,3;1,17;0,91;0,845;1,4;1,3;1,235;1,17;1,17
01/08/1989;1,105;1,04;0,975;0,91;0,845;0,78;0,715;0,65;0,78;0,78;0,715;0,65;0,65;0,65;0,62;0,62;0,59;0,56;0,53;0,91;1,17;1,17;0,975;16;18,8;4;2,81;2,64;2,2;2;2,3
01/09/1989;3,83;2,64;2;1,6;1,9;3,83;9,25;5;20;13,75;48,2;49;29,05;24;21,2;16,8;10,75;8,75;8,25;7;6,25;6,75;84,5;65,95;32,35;25,8;21,6;18;16,4;11,25;
01/10/1989;10,25;9,5;10,75;20;16,4;14,2;11,25;10,25;9,75;12,4;17,6;19,2;15,1;11;9;10,75;11,25;7,75;6,25;4,75;3,83;3,32;2,47;2,2;3,32;4,5;6,25;5,5;4;3,15;2,98
01/11/1989;2,81;2,47;2,2;2,1;2;1,9;1,8;1,8;1,6;1,5;1,5;2,2;2;1,9;1,8;1,7;1,6;1,6;1,5;1,4;1,3;1,3;1,8;2;1,7;1,7;3,32;7;26,25;21,6;
01/12/1989;20;11,25;7,75;5,5;4,25;3,66;3,15;2,47;2,2;2,1;1,9;1,8;1,7;2,81;91,5;54,4;25,35;20;11,95;12,85;8;6,25;5,75;3,83;2,64;10;17,6;20;14,2;19,6;32,9
01/01/1990;43,4;33,45;23,6;20;16;16;18;18;42,6;31,8;38,2;31,25;25,35;81;40,3;42,6;42,6;34;33,45;58,45;45;37,5;32,9;26,7;31,25;22;17,6;15,55;13,75;10,25;12,85
01/02/1990;7;5,75;4,25;3,49;2,64;2,3;2,1;2;4,25;6;47,4;124,2;214,8;97,35;61,15;50,35;38,2;27,6;24,45;21,2;18,4;19,2;23,2;29,6;30,15;34;24;19,2;;;
01/03/1990;17,6;15,1;11,5;8,75;8,75;11,25;9,25;8,25;7;5,75;4,5;5,25;19,6;29,6;21,6;13,75;7,25;3,83;3,32;2,81;3,15;7,75;20,8;27,6;21,2;16;13,75;11;9;7;5,5
01/04/1990;4,25;4;3,66;3,49;2,2;2,3;7,5;21,6;28,05;24,9;23,6;26,25;21,2;18;16,8;16,4;13,3;11;8,75;7,5;6,25;5,5;4,25;3,66;4;10,75;89,75;42,6;22,4;16,8;
01/05/1990;12,85;11,25;10;9;8,25;7,5;6,75;6;5,5;4,5;4;8;10;7,25;5,5;4,25;3,15;2,2;2;1,9;1,8;1,6;1,6;1,5;1,4;1,3;1,3;1,3;1,3;1,3;1,3
01/06/1990;1,3;1,3;1,3;1,3;1,3;1,3;1,3;1,3;1,3;1,3;1,3;1,3;1,3;1,235;1,235;1,235;1,235;1,235;1,17;1,17;1,17;1,17;7,5;16,4;28,05;28,5;22,8;18,8;15,1;13,75;
01/07/1990;10,75;9,25;8,25;8,25;21,6;45;29,6;23,2;20;17,2;11,95;8,75;7,75;7,5;6,75;6,75;6,5;6;6;5,5;5,25;5;4;4,75;4;3,66;3,66;3,49;3,15;3,15;2,98
01/08/1990;2,98;2,81;2,64;2,64;2,3;2,3;2,2;2,1;2,1;2;1,9;1,9;1,8;1,7;1,7;4;3,66;2,81;2,3;2,2;2,1;2;1,9;1,9;1,8;8,25;14,65;10,75;8,5;5,5;3,83
01/09/1990;6;8,5;5,5;4,25;6,25;44,2;346,4;184,7;51,7;26,7;25,35;130,8;47,4;34,7;28,05;26,7;24,9;22,4;19,6;21,2;29,6;26,25;23,6;21,6;19,6;18,4;17,2;16,8;17,6;19,6;
01/10/1990;19,6;18,8;17,6;16,4;11,5;9,75;8,75;20;26,7;30,15;25,35;20,8;22,8;34;71,7;49;38,9;33,45;29,6;26,7;23,6;22;20,8;20,4;20;18,8;19,2;18,4;17,6;16,4;16
01/11/1990;15,55;9,75;10;7,75;13,75;7,75;11,5;16,4;15,55;11;11;11;24,9;18;11;17,6;14,2;11;10,25;9,25;15,1;6,5;6,5;6;5,75;5,5;4,75;4;3,83;3,66;
01/12/1990;3,32;3,15;6,75;4,5;3,83;4,75;4,75;4;3,49;3,32;3,15;2,98;2,81;5;2,98;2,3;2,1;2;1,8;1,7;1,6;1,5;2,81;24,9;53,05;31,25;22,4;19,2;16,4;10,25;9,5
01/01/1991;8;6,75;7;5,75;5,25;4,25;3,49;3,15;2,47;2,2;4,5;4,25;3,32;2,81;2,47;2,3;2,1;1,8;1,7;1,6;1,5;1,4;1,3;1,17;14,65;58,45;38,2;24,45;19,2;20,4;20,8
01/02/1991;15,1;9,5;15,55;20;9;5,25;4,25;6,5;5,5;24,45;25,35;14,2;9,5;8;5,25;3,83;2,81;2,2;2;1,7;1,4;1,3;10;7,25;2,47;1,4;1,3;1,235;;;
01/03/1991;3,49;2,81;4,25;2,64;2,3;2;2,1;3,83;2,98;2,3;2,98;2,47;2;2,3;5,5;3,83;2,81;2,2;1,9;1,6;1,3;1,235;1,17;1,105;1,04;0,975;0,975;0,91;0,845;2,81;1,5
01/04/1991;2,47;1,9;1,5;1,235;1,105;0,975;0,62;0,53;0,47;0,44;0,715;0,845;0,65;0,62;0,59;0,56;0,5;2,81;3,49;2,81;2,47;1,7;1,17;1,6;1,4;1,7;2,81;2;1,8;1,4;
01/05/1991;1,3;1,17;1,105;1,04;0,975;0,845;0,78;0,715;0,91;0,59;0,53;0,5;0,47;0,845;2;2;1,6;1,235;1,105;0,975;0,845;0,78;0,715;0,65;0,62;0,59;0,47;0,335;0,32;0,305;0,29
01/10/1991;;;;;;;;;;;;;;;;;;;;0,78;0,715;0,65;0,65;0,715;0,78;1,3;1,235;0,91;13,75;22,4;18,8
01/11/1991;35,4;133;135,3;79,25;49;37,5;29,6;27,15;23,6;21,6;19,2;17,6;15,55;49;176,8;69,4;49;32,35;27,15;23,2;20,8;18,4;15,55;12,85;14,65;15,1;12,85;10,5;8,75;7;
01/12/1991;6,25;4,75;3,83;3,15;2,47;2,1;1,6;2,2;3,66;2,1;1,7;9,25;21,6;35,4;31,8;25,35;20,4;11,5;9,5;9,25;12,4;10;12,4;23,2;24,9;61,15;65,95;43,4;26,25;21,2;18
01/01/1992;19,2;34;31,8;20,8;14,2;10,25;7,75;6;3,83;2,64;2,1;1,6;1,235;0,975;0,715;0,65;0,59;0,56;0,53;0,5;0,44;0,62;6,25;26,7;37,5;59,8;38,9;31,8;28,05;23,2;18,4
01/02/1992;187,4;84,5;42,6;36,1;32,9;34,7;30,15;21,2;25,35;21,2;17,2;25,8;21,2;22,4;22,8;18,8;15,55;12,85;9,75;7,25;4,5;11,95;24;24;21,6;16;11,5;8,25;3,83;;
01/03/1992;12,4;23,6;51,7;38,9;29,6;24,9;19,6;15,1;11,95;8,5;5,75;3,83;2,2;1,5;2;2,2;1,9;1,4;1,105;1,105;3,66;8;27,6;55,75;28,05;25,35;22,4;37,5;65,95;37,5;29,6
01/04/1992;22;13,75;7,75;4,75;3,32;27,6;26,25;19,6;13,75;8,25;5,75;3,83;2,47;2;1,5;2,98;2,47;1,5;1,235;1,04;0,845;0,65;0,975;1,7;4;2,64;5;4,25;2,64;2;
