Data;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31
01/01/2007;701,7;556,4;609,2;692,4;1064,5;1129;768,6;591,6;778,2;1043,1;1118;1053,8;1085,9;720,6;582,8;730,2;847;787,8;797,4;739,8;749,4;720,6;645,9;664,5;749,4;927,8;948,6;701,7;556,4;817;867
01/02/2007;847;959;917,4;636,6;430,2;446;720,6;1000,6;1107,3;1206;636,6;504,8;655,2;759;683,1;807;787,8;547,6;479,6;787,8;645,9;907;1377,1;1107,3;1262,2;1173;1688,7;1239,4;;;
01/03/2007;1365,4;1285;1330,6;959;917,4;1412,2;1701;1676,4;1530,4;1365,4;1000,6;827;857;1459;1482,8;1494,7;1566,1;1578;1518,5;1891;1942,2;1751,4;1627,2;1651,8;1129;759;1011;1273,6;1342;1435,6;1566,1
01/04/2007;1296,4;454,4;948,6;1554,2;1566,1;1542,3;673,8;488;664,5;488;513,2;1032,4;1195;1801,8;2046,7;3226;2971,4;2328,8;2007,4;2072,9;1891;1789,2;673,8;1184;1319,2;4342;4177;2356;1566,1;1250,8;
01/05/2007;1377,1;907;1852,6;2193,2;1981,2;1377,1;1206;2523,4;3899,6;3135,4;2439,4;2059,8;1726,2;1096,6;2020,5;2166,4;5201;7332,4;7077,6;4612;5813,2;10112,6;9744,6;5960;5078,5;3503;3001;2971,4;2220;2046,7;1891
01/06/2007;1827;1878,2;1764;1839,8;1776,6;1590,3;1688,7;979,8;1865,4;1107,3;1107,3;1701;1639,5;1578;1726,2;1701;1296,4;1285;1639,5;1764;1839,8;1676,4;1738,8;600,4;446;1627,2;1713,6;1713,6;1726,2;1651,8;
01/07/2007;574;438,1;1602,6;1651,8;1530,4;1494,7;1447,3;807;730,2;3348,4;3075;2509,2;2328,8;2523,4;2425,5;2112,8;2179,8;2622,8;2882,9;2439,4;2328,8;2425,5;8979,5;10243,6;5468,5;3787,4;3503;2481,1;2206,6;2139,6;2046,7
01/08/2007;2020,5;2033,6;2467,2;5594,4;3105,2;2838,8;2481,1;2166,4;2086;2020,5;2033,6;1916,6;1651,8;1839,8;1827;1878,2;1801,8;1688,7;1764;1688,7;1435,6;1494,7;1435,6;1494,7;1676,4;1542,3;847;1726,2;1676,4;1789,2;1916,6
01/09/2007;1929,4;1184;927,8;1085,9;1412,2;1330,6;1162;857;887;1085,9;1075,2;1000,6;1296,4;1239,4;1151;711;683,1;1228;1195;1285;1217;1518,5;2260,8;2288;2315,2;2046,7;1981,2;2020,5;1738,8;1713,6;
01/10/2007;1470,9;1916,6;1701;1627,2;1651,8;1751,4;1664,1;1602,6;1801,8;1878,2;1865,4;2007,4;2956,6;2956,6;1878,2;4442,8;7829;6807,4;4127,8;3980,6;2824,1;3644,6;2679,9;2369,9;2112,8;1506,6;1878,2;1903,8;2086;1981,2;1903,8
01/11/2007;2126,2;2971,4;8624,8;7273,6;4210;3534;2986,2;2537,6;2301,6;4210;3819,2;3256,6;2780;3150,5;8439,5;5849,8;4160,6;3075;2882,9;2288;2139,6;1994,3;1929,4;2007,4;2206,6;2193,2;1942,2;1929,4;1955;1994,3;
01/12/2007;1916,6;1839,8;1942,2;2059,8;2139,6;2247,2;2206,6;1929,4;2072,9;1542,3;1459;2288;1955;1929,4;1801,8;1195;969,4;1307,8;1377,1;1506,6;1388,8;979,8;807;574;609,2;530;636,6;917,4;959;797,4;655,2
01/01/2008;623,2;614;792,4;1093,2;1093,2;882;933,2;1126,1;1684;1696,5;1684;1571,7;1547,1;943,6;1365,8;1353,9;1609;1307,2;1353,9;922,8;579,2;1038,7;1093,2;1049,6;912,4;954;782,8;486;744,4;812;734,8
01/02/2008;872;1104,1;623,2;502,4;415;422,5;734,8;892;1071,4;553,1;469,6;1137,2;1181,6;1307,2;1485,6;1621,5;822;553,1;1353,9;1596,5;1353,9;1534,8;1461;570,5;357;802;1353,9;812;660;;
01/03/2008;553,1;561,8;477,8;812;857;792,4;763,6;792,4;486;422,5;678,4;812;852;570,5;469,6;400;363,5;415;422,5;400;510,6;782,8;527;437,5;437,5;477,8;510,6;570,5;518,8;437,5;392,5
01/04/2008;430;377,5;527;461,4;502,4;400;350,5;494,2;477,8;614;561,8;812;715,6;1646,5;1944,6;1104,1;933,2;1307,2;1295,6;1137,2;912,4;822;882;782,8;802;773,2;696,8;579,2;862;3061;
01/05/2008;2245;1192,7;1559,4;1307,2;1260,8;1722;1865,4;1748;1696,5;1272,4;1126,1;933,2;1016,9;1237,6;1260,8;1214,9;1249,2;1159,4;687,6;1449,1;1437,2;1437,2;1307,2;1203,8;1027,8;510,6;832;1449,1;1596,5;1709;1584
