Data;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31
01/06/2012;6,181;5,666;28,61;53,82;51,84;33,4;21,6;15,43;12,1;11,49;54,48;41,25;25,64;17,52;13,395;10,27;8,282;13,58;42,9;28,34;19,67;17,09;15,06;12,285;10,575;8,794;7,77;6,387;5,769;5,357;
01/07/2012;4,739;4,1915;3,7145;3,317;3,0785;2,999;3,635;3,476;2,9195;2,722;2,604;2,486;2,368;2,191;2,014;1,896;2,073;2,427;2,722;2,545;2,368;2,25;2,073;1,837;3,158;5,254;30,5;36,3;39,6;274,8;96,46
01/08/2012;51,18;30,5;20,6;14,69;10,88;9,05;7,77;6,284;5,46;4,945;4,3505;4,945;3,7145;3,317;2,9195;2,722;2,604;2,486;2,309;2,073;1,896;1,778;1,66;1,578;1,496;1,414;1,332;1,332;1,25;1,25;1,25
01/09/2012;1,332;1,25;1,168;1,086;1,004;1,004;0,922;0,84;0,8205;1,004;1,25;1,455;1,291;1,168;1,045;0,963;0,84;0,7815;1,496;4,112;3,794;3,158;2,132;1,619;1,373;1,25;1,127;1,004;0,922;0,84;
01/10/2012;1,004;1,291;3,158;43,53;19,24;13,025;8,282;5,666;4,43;3,953;5,254;7,514;7,77;6,284;5,563;3,794;3,0785;2,663;2,25;1,837;1,719;2,014;19,67;34,56;18,81;21,1;84,8;523,2;142,8;31,66;36,3
01/11/2012;40,26;30,23;22,6;17,95;13,58;10,27;8,282;6,746;6,284;6,387;5,254;3,8735;3,635;3,0785;2,84;3,3965;2,999;2,486;2,073;1,896;1,719;1,537;2,073;7,002;5,254;3,794;2,999;2,545;2,309;2,427;
01/12/2012;2,132;1,896;1,778;1,619;2,014;5,46;4,271;3,3965;2,9195;3,476;3,8735;38,28;32,82;40,26;40,26;22,35;15,43;11,185;13,58;67,32;39,6;35,14;31,08;24,6;15,8;11,0325;10,27;70,2;40,26;60,12;93,62
01/01/2013;51,84;60,84;34,56;21,1;13,95;23,6;62,28;510,6;133,6;51,18;29,42;19,24;15,06;10,27;8,026;6,618;5,872;5,048;5,048;4,271;3,476;2,999;2,663;2,25;1,955;2,014;1,837;1,719;1,619;1,455;1,291
01/02/2013;1,209;1,168;1,086;1,086;1,127;1,045;1,66;2,25;1,955;1,168;1,455;1,291;1,25;1,414;2,486;9,66;7,258;7,77;95,4;30,5;32,24;35,72;22,1;16,66;8,794;7,13;5,666;4,3505;;;
01/03/2013;3,635;2,9195;2,486;2,722;9,05;29,96;21,1;18,595;159,6;293;205,6;132,5;477,8;93,62;49,86;35,14;24,6;18,38;14,32;17,52;25,1;20,85;17,735;16,23;60,84;34,85;21,35;15,245;11,6425;8,922;7,514
01/04/2013;6,284;7,386;7,002;6,746;27,26;23,6;16,66;13,395;28,88;20,6;14,69;95,4;221,15;67,32;38,61;23,1;17,52;13,025;10,88;8,026;6,746;5,975;5,46;4,739;4,1915;3,8735;3,635;3,3965;3,317;3,2375;
01/05/2013;3,0785;2,781;2,604;2,545;2,781;2,999;2,663;2,309;2,073;1,896;1,778;1,66;1,719;1,955;3,158;239;66,6;33,98;21,6;16,66;13,025;9,965;12,1;10,27;8,794;7,258;6,387;6,874;6,746;6,387;5,46
01/06/2013;7,77;192,2;65,88;34,56;22,6;16,23;12,47;9,965;8,282;7,258;6,387;5,769;5,048;4,3505;4,112;4,112;4,3505;4,739;190,9;140,4;236;114;55,8;44,79;117,1;75,66;60,12;40,92;36,3;38,94;
01/07/2013;29,42;22,1;16,66;13,21;10,88;8,794;7,77;10,27;12,47;10,27;8,666;7,77;6,618;5,975;5,357;4,739;4,1915;3,794;6,746;8,538;32,82;36,3;27,8;15,8;12,1;9,8125;8,154;6,746;5,872;5,151;4,533
01/08/2013;4,0325;3,7145;3,3965;4,43;9,355;9,965;60,84;32,82;21,1;310,5;95,4;46,995;29,96;23,1;17,95;14,69;11,9475;9,965;8,538;7,258;6,387;5,769;5,048;5,46;5,46;13,95;50,52;33,4;22,1;16,23;12,285
01/09/2013;9,66;8,41;9,355;8,538;7,258;6,387;5,563;5,048;4,739;4,1915;3,8735;3,476;3,2375;2,84;2,663;3,476;42,9;35,14;23,1;17,95;23,6;119,3;211,2;62,28;33,98;22,35;15,8;14,32;30,79;29,96;
01/10/2013;98,58;49,86;32,82;37,62;23,6;17,09;13,025;9,965;8,282;7,258;6,181;5,563;5,769;5,357;4,945;4,842;6,284;7,258;5,872;4,945;5,151;24,1;13,58;66,6;131,4;49,86;31,08;20,6;15,06;11,3375;9,2025
01/11/2013;7,77;6,284;6,078;5,872;5,048;4,1915;3,635;3,158;2,84;2,663;2,427;2,545;2,545;2,486;2,014;2,309;2,191;1,837;1,619;2,486;7,77;42,24;23,6;14,32;11,185;8,282;6,181;5,769;93,62;37,62;
01/12/2013;24,35;80,55;44,79;24,1;23,6;196,1;64,44;47,94;33,4;53,16;27,53;18,81;20,85;50,52;47,94;23,85;14,69;10,575;7,77;6,284;5,254;4,43;3,953;3,317;2,9195;2,545;2,368;2,999;3,158;4,43;4,0325
01/01/2014;19,24;22,6;44,16;103,88;42,9;23,6;47,31;23,1;32,24;18,81;12,1;9,05;14,69;26,72;20,6;17,09;12,47;9,05;6,746;5,46;4,43;3,7145;3,317;2,781;2,427;3,635;3,794;2,722;2,25;1,837;1,619
01/02/2014;1,496;1,414;1,291;1,332;1,25;1,086;0,963;0,84;0,7815;0,7425;0,6645;0,8205;1,66;4,3505;4,112;2,722;1,778;1,455;1,291;1,045;0,922;0,84;0,7815;0,84;0,801;0,7425;1,086;0,922;;;
01/03/2014;0,84;0,801;0,762;0,922;2,368;6,746;5,46;2,9195;2,309;2,368;2,604;2,999;7,13;8,794;5,666;4,271;5,666;4,3505;5,048;132,5;56,52;30,5;18,38;12,655;9,05;7,002;5,46;4,636;3,794;3,317;36,96
01/04/2014;45,42;23,1;13,95;10,1175;7,514;6,078;5,048;4,3505;4,0325;12,1;10,1175;13,395;38,28;22,1;14,69;11,0325;8,538;7,258;6,284;5,46;4,636;6,746;5,975;5,563;5,151;4,533;4,0325;3,476;3,0785;107;
01/05/2014;582;90,95;41,58;27,8;20,6;16,23;13,58;11,185;9,05;7,77;6,387;5,769;5,151;4,533;4,0325;6,284;5,872;4,636;4,0325;3,635;2,999;36,3;44,16;24,1;17,52;42,9;44,16;28,34;17,95;13,58;12,1
01/06/2014;66,6;36,96;24,1;16,23;12,285;11,0325;26,72;57,24;97,52;47,31;29,42;20,35;14,69;25,64;38,94;26,18;20,6;22,85;25,1;19,24;15,06;12,1;9,355;9,5075;40,26;193,5;658;662;169,2;73,32;
01/07/2014;43,53;29,96;22,1;16,66;13,58;11,185;23,85;22,1;18,81;15,43;13,21;11,3375;9,355;8,282;7,258;6,284;5,46;9,965;10,88;8,794;7,77;6,49;5,666;103,88;88,28;44,16;27,8;22,6;17,52;12,1;9,965
01/08/2014;14,69;12,1;9,965;8,282;7,13;6,284;5,151;4,533;4,0325;3,794;3,635;3,5555;3,8735;3,5555;3,2375;2,9195;2,722;2,663;2,545;2,309;2,132;2,132;2,014;1,896;1,778;1,719;1,955;2,191;1,837;1,66;1,66
01/09/2014;2,604;3,476;10,88;7,002;5,048;4,3505;34,56;28,34;14,69;10,88;6,746;5,872;4,636;3,8735;3,3965;2,9195;2,663;3,158;366,5;103,88;44,16;25,64;17,95;27,26;58,68;31,66;67,32;144;482,6;476,2;
01/10/2014;413,5;98,58;49,2;31,66;21,85;17,09;15,615;13,025;10,27;8,41;6,874;6,181;5,46;4,739;4,1915;3,8735;3,3965;3,0785;3,158;4,636;4,43;3,317;2,781;2,486;2,368;2,427;2,427;2,073;1,837;1,778;2,368
01/11/2014;3,158;2,722;2,722;3,317;19,67;16,66;63;116;40,26;24,1;12,84;10,88;8,41;6,746;4,43;4,636;3,8735;3,317;2,781;2,486;2,663;2,9195;2,999;2,486;2,604;10,575;9,05;6,49;5,872;6,078;
