Data;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31
01/04/1929;;;;;;;;;;;;;;;;;;;;1,121337;1,121337;1,121337;1,121337;1,121337;0,937451;0,7673426;0,7673426;0,7673426;1,121337;0,937451;
01/05/1929;0,937451;0,937451;0,7673426;1,121337;5,691032;3,045787;2,234043;1,751621;1,318572;1,528778;7,258426;4,967014;2,763755;1,986799;1,751621;1,528778;1,528778;1,751621;1,528778;1,318572;1,121337;1,121337;1,121337;1,121337;1,121337;1,121337;5,323955;1,751621;1,318572;1,121337;1,121337
01/06/1929;1,121337;1,121337;1,121337;1,121337;1,121337;1,751621;53,36399;9,433047;17,8898;115,8008;40,942;37,64457;19,7154;12,86057;9,895792;8,535128;7,67452;6,068128;5,323955;4,620337;3,958304;3,339008;5,323955;4,284053;3,958304;4,620337;3,958304;3,339008;3,045787;2,763755;
01/07/1929;2,763755;2,763755;2,763755;2,763755;2,763755;3,643236;3,339008;3,339008;3,045787;3,045787;3,045787;3,045787;3,045787;2,763755;2,763755;2,763755;2,763755;2,763755;2,763755;2,763755;10,36762;15,5705;8,979465;8,100117;5,323955;4,967014;4,620337;3,958304;3,643236;3,643236;3,958304
01/08/1929;6,068128;10,36762;10,36762;10,36762;10,36762;4,967014;4,620337;2,763755;2,493103;2,493103;2,493103;2,493103;2,493103;2,493103;2,493103;5,691032;9,895792;17,8898;63,05053;13,91893;8,979465;8,535128;7,258426;6,45513;32,91434;15,5705;10,84847;8,979465;9,433047;8,535128;12,34437
01/09/1929;8,979465;8,100117;8,100117;7,67452;7,258426;7,67452;16,13788;24,25476;15,5705;11,83691;10,36762;8,979465;8,100117;8,100117;7,258426;6,068128;5,691032;5,691032;7,258426;6,45513;8,100117;7,67452;7,258426;9,433047;8,535128;13,91893;9,433047;8,535128;6,85193;6,45513;
01/10/1929;8,535128;17,29758;19,09877;19,09877;20,97278;16,71359;14,46098;18,49022;14,46098;12,34437;11,83691;12,34437;14,46098;100,788;114,5171;35,24678;33,68451;18,49022;16,13788;13,38544;15,01152;19,7154;29,90748;25,62213;20,34009;16,13788;13,91893;12,34437;11,83691;10,36762;16,71359
01/11/1929;17,29758;11,83691;10,36762;8,979465;8,535128;8,100117;11,83691;8,100117;7,67452;6,85193;6,068128;6,45513;18,49022;7,258426;6,45513;6,068128;5,691032;5,691032;5,323955;4,967014;4,967014;4,620337;4,284053;4,284053;6,068128;4,967014;4,620337;3,958304;3,643236;3,643236;
01/12/1929;3,339008;3,339008;3,339008;3,045787;2,763755;2,763755;3,339008;2,763755;2,493103;3,045787;2,493103;2,234043;1,986799;1,986799;1,986799;1,986799;1,986799;1,751621;1,751621;1,751621;1,751621;1,751621;2,493103;1,986799;1,528778;1,318572;1,318572;1,318572;1,121337;0,937451;0,937451
01/01/1930;0,937451;1,318572;1,986799;2,493103;9,895792;31,39609;43,48943;16,71359;16,13788;15,01152;5,691032;5,323955;4,284053;7,258426;15,01152;9,433047;7,258426;10,36762;7,67452;5,691032;4,967014;4,620337;4,620337;4,284053;19,7154;12,34437;8,979465;7,258426;36,03882;27,73071;23,5827
01/02/1930;15,01152;14,46098;9,895792;20,97278;19,7154;11,83691;9,895792;62,05207;83,24655;128,9601;17,8898;13,91893;9,895792;19,09877;22,91842;52,43212;27,73071;17,29758;15,01152;11,83691;9,895792;8,100117;7,258426;5,691032;3,958304;5,691032;5,691032;5,691032;;;
