//------------------------------------------------------------------------------
//
// Sistema de Informações Hidrológicas
// Versão Web 3.0
// © 2001 Agência Nacional de Águas (ANA)
//
// NivelConsistencia: 1 = Bruto, 2 = Consistido
// MediaDiaria: 0 = Não, 1 = Sim
// MetodoObtencaoVazoes: 1 = Curva de descarga, 2 = Transferência de vazões, 3 = Soma de vazões, 4 = ADCP
// Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Régua Seca
//
// Restrições da consulta:
//   Código da Estação: 84520000
//
//------------------------------------------------------------------------------

//EstacaoCodigo;NivelConsistencia;Data;Hora;MediaDiaria;MetodoObtencaoVazoes;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31;Vazao01Status;Vazao02Status;Vazao03Status;Vazao04Status;Vazao05Status;Vazao06Status;Vazao07Status;Vazao08Status;Vazao09Status;Vazao10Status;Vazao11Status;Vazao12Status;Vazao13Status;Vazao14Status;Vazao15Status;Vazao16Status;Vazao17Status;Vazao18Status;Vazao19Status;Vazao20Status;Vazao21Status;Vazao22Status;Vazao23Status;Vazao24Status;Vazao25Status;Vazao26Status;Vazao27Status;Vazao28Status;Vazao29Status;Vazao30Status;Vazao31Status;
84520000;2;01/06/1944;;1;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;4,78;22,58;13,68;7,02;6,23;9,72;7,02;7,652;6,546;6,23;5,65;5,215;5,215;5,07;;;;;;;;;;;;;;;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
84520000;2;01/07/1944;;1;1;9,96;3,884;4,8693;6;31;1;1;1;;0;4,78;4,78;4,652;4,524;5,505;9,96;6,546;5,36;5,36;6,388;5,65;5,07;4,78;4,78;4,78;4,652;4,524;4,396;4,396;4,396;4,396;4,268;4,268;4,268;4,14;4,14;4,14;4,14;4,012;4,012;3,884;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
84520000;2;01/08/1944;;1;1;9,242;3,28;4,3293;29;27;1;1;1;;0;3,884;4,012;4,012;3,884;3,884;3,756;4,268;4,268;4,012;3,884;3,756;3,756;3,756;3,756;3,5;4,268;4,268;4,268;5,94;4,78;4,78;4,524;4,012;3,756;3,756;3,5;3,28;3,5;9,242;4,925;7,02;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
84520000;2;01/09/1944;;1;1;10,56;3,28;4,3663;8;30;1;1;1;;0;5,94;4,268;4,012;3,884;3,756;3,884;8,168;10,56;5,94;4,78;4,268;4,012;4,012;3,884;3,756;3,756;4,012;4,78;4,268;3,756;3,628;3,628;3,628;3,5;3,5;3,628;3,5;3,5;3,5;3,28;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
84520000;2;01/10/1944;;1;1;8,347;2,73;3,5189;14;25;1;1;1;;0;3,28;3,06;2,95;2,95;2,95;3,884;3,5;3,39;3,17;3,06;3,06;3,39;7,02;8,347;4,78;3,5;3,39;3,06;2,95;2,95;2,95;2,84;2,84;2,84;2,73;2,73;4,396;3,5;2,95;3,5;3,17;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
84520000;2;01/11/1944;;1;1;28,41;2,51;4,9173;8;2;1;1;1;;0;2,62;2,51;3,39;3,17;2,73;2,84;8,884;28,41;7,178;4,652;3,884;3,5;3,39;5,65;4,14;3,884;3,5;2,95;2,84;2,84;3,17;2,84;2,73;3,17;6,704;8,884;6,23;4,14;3,628;3,06;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
84520000;2;01/12/1944;;1;1;3,39;2,124;2,5375;2;16;1;1;1;;0;3,17;3,39;3,28;3,06;2,95;2,84;2,62;2,51;2,51;2,73;2,73;2,51;2,308;2,216;2,216;2,124;2,124;2,124;2,124;2,124;2,216;2,308;2,4;2,308;2,216;2,216;2,308;2,51;2,84;3,06;2,62;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
84520000;2;01/01/1945;;1;1;6,388;1,756;3,0556;31;14;1;1;1;;0;4,396;2,84;2,73;2,308;2,124;2,032;2,032;2,124;2,032;2,032;1,94;1,848;1,848;1,756;1,756;2,4;2,216;2,124;6,085;2,308;2,216;5,795;4,652;4,396;3,756;2,73;2,51;5,07;4,652;3,628;6,388;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
84520000;2;01/02/1945;;1;1;29,86;2,032;6,6692;26;15;1;1;1;;0;6,23;5,36;3,884;3,06;2,62;2,4;2,62;4,396;3,628;3,06;4,524;2,73;2,4;2,216;2,032;2,308;5,505;9,72;18;13,04;6,23;6,546;6,546;8,705;5,07;29,86;15,7;8,347;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;;
84520000;2;01/03/1945;;1;1;10,2;3,28;5,0431;3;23;1;1;1;;0;7,494;7,652;10,2;7,336;6,388;5,94;5,36;5,505;5,505;5,215;4,652;4,14;4,14;4,012;4,012;4,925;4,012;3,628;3,5;3,5;3,884;3,756;3,28;3,39;5,215;8,168;6,23;4,268;4,14;3,5;3,39;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
