//------------------------------------------------------------------------------
//
// Sistema de Informações Hidrológicas
// Versão Web 3.0
// © 2001 Agência Nacional de Águas (ANA)
//
// NivelConsistencia: 1 = Bruto, 2 = Consistido
// MediaDiaria: 0 = Não, 1 = Sim
// MetodoObtencaoVazoes: 1 = Curva de descarga, 2 = Transferência de vazões, 3 = Soma de vazões, 4 = ADCP
// Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Régua Seca
//
// Restrições da consulta:
//   Código da Estação: 82320000
//
//------------------------------------------------------------------------------

//EstacaoCodigo;NivelConsistencia;Data;Hora;MediaDiaria;MetodoObtencaoVazoes;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31;Vazao01Status;Vazao02Status;Vazao03Status;Vazao04Status;Vazao05Status;Vazao06Status;Vazao07Status;Vazao08Status;Vazao09Status;Vazao10Status;Vazao11Status;Vazao12Status;Vazao13Status;Vazao14Status;Vazao15Status;Vazao16Status;Vazao17Status;Vazao18Status;Vazao19Status;Vazao20Status;Vazao21Status;Vazao22Status;Vazao23Status;Vazao24Status;Vazao25Status;Vazao26Status;Vazao27Status;Vazao28Status;Vazao29Status;Vazao30Status;Vazao31Status;
82320000;2;01/09/1945;;1;1;18,5;;;16;;1;0;0;;0;;;;;;;;;;;;;;5,8;4,92;18,5;7,48;5,8;6,36;5,36;4,48;4,48;4,26;4,04;3,435;3,27;2,775;6,36;3,82;4,48;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
82320000;2;01/10/1945;;1;1;49,2;3,27;9,916774;6;2;1;1;1;;0;3,6;3,27;3,435;12,9;38,32;43,6;32,05;28,15;21,5;14,9;10,16;8,6;7,2;6,36;5,58;5,36;5,8;4,92;4,48;4,04;3,82;3,6;3,435;3,27;3,27;3,435;6,92;4,92;3,82;3,435;3,27;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
82320000;2;01/11/1945;;1;1;25,7;2,775;6,195333;25;18;1;1;1;;0;9,77;5,14;3,82;3,6;3,6;3,27;3,105;7,2;6,64;4,26;3,6;3,435;3,6;4,26;3,435;3,105;2,94;2,775;2,775;2,775;2,775;4,26;4,26;8,320001;25,7;15,7;11,72;14,5;8,6;6,92;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
82320000;2;01/12/1945;;1;1;17,5;4,26;6,991936;5;4;1;1;1;;0;5,58;5,14;4,7;4,26;17,5;8,04;6,08;5,14;4,7;4,26;4,26;4,26;4,7;6,92;13,3;11,33;7,2;9,38;12,11;11,33;8,6;8,04;7,2;6,08;5,58;5,14;5,14;5,14;5,58;4,48;5,58;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
82320000;2;01/01/1946;;1;1;37,6;5,8;13,38774;13;8;1;1;1;;0;8,04;17;18;9,38;7,48;6,92;6,08;5,8;13,3;21;22,7;15,7;29,45;15,3;20;14,5;10,55;9,38;19,5;14,1;11,33;8,990001;8,04;8,04;7,48;7,48;26,9;12,5;9,38;8,6;22,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
82320000;2;01/02/1946;;1;1;109,6;5,36;25,59929;1;14;1;1;1;;0;96,32;43,6;20;13,7;11,33;9,38;8,6;7,76;7,2;7,2;10,16;6,92;5,8;5,36;5,8;14,5;34;82,8;57,3;42;31,4;18,5;24,5;32,05;28,8;55,5;21;15,3;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;;
82320000;2;01/03/1946;;1;1;66,2;6,08;11,98968;31;23;1;1;1;;0;12,9;10,16;10,55;11,72;8,990001;7,76;7,2;11,33;7,2;8,04;9,38;7,48;12,9;19,5;21,5;10,94;9,77;8,320001;7,76;6,92;6,92;6,36;6,08;28,8;16,1;10,16;8,320001;7,48;6,92;6,92;57,3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
82320000;2;01/04/1946;;1;1;25,1;2,94;6,293;1;30;1;1;1;;0;23,9;13,7;10,55;8,990001;8,6;8,04;8,04;7,76;7,2;6,64;6,08;5,8;5,36;4,92;4,92;4,92;4,48;4,48;4,48;4,48;4,04;4,04;3,82;3,6;3,6;3,6;3,435;3,27;3,105;2,94;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
82320000;2;01/05/1946;;1;1;8,6;2,61;3,788064;12;30;1;1;1;;0;2,94;2,94;6,36;5,58;3,6;3,435;3,27;3,105;2,94;2,775;3,82;7,48;6,08;4,7;3,6;3,435;3,27;3,6;6,36;4,92;3,82;3,435;3,105;3,105;3,105;2,94;2,94;2,775;2,775;2,61;2,61;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
82320000;2;01/06/1946;;1;1;41,2;2,775;5,441;1;19;1;1;1;;0;18;14,1;6,08;5,14;4,48;4,04;3,6;3,435;5,58;4,92;4,26;3,435;3,27;3,27;3,27;3,105;3,105;2,94;2,775;3,435;3,435;3,435;14,5;7,2;5,36;8,04;5,8;4,04;5,36;3,82;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
