//------------------------------------------------------------------------------
//
// Sistema de Informações Hidrológicas
// Versão Web 3.0
// © 2001 Agência Nacional de Águas (ANA)
//
// NivelConsistencia: 1 = Bruto, 2 = Consistido
// MediaDiaria: 0 = Não, 1 = Sim
// MetodoObtencaoVazoes: 1 = Curva de descarga, 2 = Transferência de vazões, 3 = Soma de vazões, 4 = ADCP
// Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Régua Seca
//
// Restrições da consulta:
//   Código da Estação: 70300000
//
//------------------------------------------------------------------------------

//EstacaoCodigo;NivelConsistencia;Data;Hora;MediaDiaria;MetodoObtencaoVazoes;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31;Vazao01Status;Vazao02Status;Vazao03Status;Vazao04Status;Vazao05Status;Vazao06Status;Vazao07Status;Vazao08Status;Vazao09Status;Vazao10Status;Vazao11Status;Vazao12Status;Vazao13Status;Vazao14Status;Vazao15Status;Vazao16Status;Vazao17Status;Vazao18Status;Vazao19Status;Vazao20Status;Vazao21Status;Vazao22Status;Vazao23Status;Vazao24Status;Vazao25Status;Vazao26Status;Vazao27Status;Vazao28Status;Vazao29Status;Vazao30Status;Vazao31Status;
70300000;1;01/01/2006;;1;1;123;3,3;35,3;25;13;1;1;1;;0;30,1;99,2;45,1;36,1;24,7;11,8;8,9;6,4;4,4;3,85;3,71;3,58;3,3;8,65;24,7;36,1;58,7;39;31,6;29,7;34,2;75,2;39,8;64,6;111;76,4;57,3;38,5;27,9;35,7;25,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70300000;1;01/02/2006;;1;1;37,2;5,4;12;10;28;1;1;1;;0;17,1;12,4;9,99;8,15;15,7;22,5;11,8;9,15;8,15;35,3;25,7;14,1;7,9;11,5;8,9;14,4;13,2;8,9;7,4;6,9;16,4;10,3;8,4;7,9;6,9;5,9;5,9;5,4;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;;
70300000;1;01/03/2006;;1;1;14,1;1,42;3,69;29;15;1;1;1;;0;4,9;6,4;4,9;3,58;3,03;3,03;2,75;2,34;2,2;1,92;1,92;1,65;1,65;1,65;1,48;1,42;1,42;1,42;1,42;1,42;1,42;3,44;3,3;3,99;5,65;8,15;7,4;3,44;12,4;8,9;5,65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70300000;1;01/04/2006;;1;1;7,4;1,31;2,16;9;21;1;1;1;;0;3,03;2,06;1,65;1,54;1,42;1,42;1,42;2,61;6,15;4,9;3,58;2,89;2,47;1,79;1,65;1,54;1,42;1,42;1,42;1,42;1,31;4,13;3,03;2,2;1,59;1,42;1,31;1,31;1,31;1,31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70300000;1;01/05/2006;;1;1;3,03;1,19;1,35;23;2;1;1;1;;0;1,31;1,25;1,19;1,19;1,19;1,19;1,19;1,19;1,19;1,19;1,19;1,19;1,19;1,19;1,42;1,31;1,25;1,19;1,19;1,19;1,54;1,59;2,75;1,59;1,48;1,42;1,42;1,42;1,42;1,42;1,42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70300000;1;01/06/2006;;1;1;35,7;1,19;5,83;26;2;1;1;1;;0;1,42;1,25;1,19;1,19;1,19;1,19;1,19;1,19;1,19;1,19;1,19;1,19;1,19;1,19;1,19;2,34;1,37;1,31;1,19;1,19;1,19;24,7;26,5;10,6;8,4;30,8;16,4;12,4;9,69;8,65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70300000;1;01/09/2006;;1;1;74,6;4,4;17,2;2;25;1;1;1;;0;11,5;63,6;61,2;36,1;23,2;18,5;14,7;11,5;9,15;20;15,7;13,5;12,4;9,99;8,9;16,7;26,1;17,5;13,2;9,99;8,65;8,15;7,4;5,9;4,9;4,4;17,5;18,9;14,7;11,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70300000;1;01/10/2006;;1;1;113;3,3;21,5;15;31;1;1;1;;0;16,7;14,7;10,9;8,65;7,9;7,9;7,4;6,9;6,4;5,15;4,13;53;54,8;36,5;109;80,1;57,3;43,8;32;23,9;19,6;11,5;8,9;7,9;6,4;5,15;4,4;3,99;3,85;3,58;3,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70300000;1;01/11/2006;;1;1;380;4,4;47,9;20;17;1;1;1;;0;71,6;73,6;43,8;34,6;21,8;81,3;40,7;30,5;21,8;14,7;14,1;12,1;9,69;8,65;7,15;6,65;4,4;23,9;171;281;128;43,8;32;25;23,2;56,3;36,1;36,1;51,7;32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70300000;1;01/01/2008;;1;1;45,12;3,025;16,2854;6;30;0;0;1;;0;17,46;16,38;28,98;19,98;14,12;36,075;33,075;25,38;17,46;12,35;12,94;9,99;7,9;7,15;6,65;6,15;22,14;30,45;21,42;14,71;9,15;5,65;4,4;4,125;3,7125;40,72;30,075;15,3;6,15;3,025;21,78;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70300000;1;01/02/2008;;1;1;47,76;3,3;11,5123;1;29;0;0;1;;0;46,44;38,96;21,42;13,53;8,9;6,4;22,86;7,9;7,65;4,9;13,53;13,825;11,465;8,4;6,4;16,02;13,53;11,17;9,695;8,65;7,4;6,4;4,9;4,4;4,2625;3,85;3,85;3,7125;3,4375;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;
70300000;1;01/03/2008;;1;1;87,92;2,475;10,9205;1;23;0;0;1;;0;71,1;24,3;16,74;24,66;16,74;13,53;10,875;8,4;6,9;5,9;3,9875;3,7125;3,4375;6,9;7,9;5,65;4,2625;3,85;3,85;3,4375;3,025;2,8875;2,6125;29,7;13,825;9,99;7,9;4,65;7,9;5,65;4,2625;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70300000;1;01/04/2008;;1;1;222;1,65;25,7468;29;11;0;0;1;;0;3,7125;3,575;3,3;3,025;3,025;2,75;2,75;2,75;2,2;1,925;1,7875;1,65;1,65;28,26;20,34;8,15;40,72;21,78;10,875;15,66;99,8;70,1;52,16;28,98;23,58;19,98;14,12;37,2;174,5;72,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;
70300000;1;01/05/2008;;1;1;385;3,575;36,7795;3;23;0;0;1;;0;49,96;39,84;363,75;233;140,4;50,4;38,08;29,7;23,58;18,9;16,02;14,12;12,35;10,58;9,695;8,9;8,15;7,9;6,9;5,4;4,125;3,85;3,575;4,2625;3,85;3,85;3,85;3,7125;3,575;9,99;7,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70300000;1;01/06/2008;;1;1;671;4,9;60,7323;28;26;3;3;3;;0;7,4;6,9;5,9;46,88;37,2;31,2;18,9;26,1;25,38;18,18;14,71;18,9;16,02;12,94;11,17;9,99;9,4;8,4;7,9;7,4;6,9;6,9;6,4;6,4;5,9;5,4;160,4;532;469;281,8;;;;;;;;;;;;;;;;;;;;;;3;3;;;;;;;;;0;
70300000;1;01/07/2008;;1;1;59,7;3,85;15,1765;1;30;0;0;1;;0;52,6;36,075;54,36;40,28;33,45;26,46;21,78;17,1;23,22;18,9;14,415;11,17;9,4;9,4;8,9;8,4;7,9;7,4;7,15;6,65;6,4;5,9;5,4;5,4;5,15;4,4;4,2625;4,125;4,125;4,4;5,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70300000;1;01/08/2008;;1;1;141,2;3,85;23,3785;7;1;0;0;1;;0;4,125;49,08;38,96;23,58;12,645;8,9;92,4;63,13;48,2;35,7;25,38;19,62;29,7;41,16;31,95;21,42;16,02;24,66;13,53;10,58;9,15;19,62;19,26;12,94;10,875;9,4;8,4;7,9;6,4;4,9;5,15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70300000;1;01/09/2008;;1;1;288,1;3,85;54,9547;12;4;0;0;1;;0;4,9;4,4;4,2625;3,9875;3,85;245,45;130,3;75,21;89,6;59,21;102,2;259,25;150,8;83,75;43,8;34,575;29,34;24,3;17,82;14,71;52,16;38,52;30,45;25,02;21,06;17,1;30,825;20,7;16,38;14,71;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;
